Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
LBX2		ENSG00000179528	"Ladybird homeobox 2"	Q6XYB7	2	74497517-74503316	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"intestine: 5.1;liver: 8.5;stomach 1: 3.1"	"Cell type enhanced"	"Detected in some"		"granulocytes: 2.3;Hepatocytes: 3.5;Pancreatic endocrine cells: 3.4;Proximal tubular cells: 6.6;Sertoli cells: 2.7"	"Cell type enhanced"	"Detected in some"		"endothelial cell: 1.3;fibroblast: 1.7;pericyte: 2.7"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"non-classical monocyte: 2.2"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Liver - Hepatocytes"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"cerebellum: 1.7"	HPA044257	Uncertain		Approved	Nucleoplasm,Midbody			Yes	No			"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 37: Liver & Intestine - Lipid metabolism"	"Cluster 6: Non-specific - Immune response"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 38: Proximal tubular cells - Transmembrane transport"		Nucleoplasm	Midbody	"HPA044257: AB_2678880"	"unprognostic (1.90e-2)"	"unprognostic (1.58e-1)"	"unprognostic (1.30e-1)"	"unprognostic (1.26e-1)"	"unprognostic (2.60e-3)"	"unprognostic (1.68e-2)"	"unprognostic (6.07e-2)"		"unprognostic (2.69e-1)"		"unprognostic (1.71e-2)"	"unprognostic (2.18e-1)"	"unprognostic (5.49e-2)"	"unprognostic (4.85e-2)"	"unprognostic (2.43e-1)"	"unprognostic (1.33e-1)"		"unprognostic (9.57e-2)"		"unprognostic (3.33e-2)"		"unprognostic (1.72e-1)"			"unprognostic (3.42e-1)"	"unprognostic (9.49e-2)"	"unprognostic (5.41e-1)"	"unprognostic (9.95e-2)"	"unprognostic (7.85e-2)"	"unprognostic (1.66e-1)"	"unprognostic (1.63e-2)"
MFSD4A	"DKFZp761N1114, FLJ25004, FLJ34577, MFSD4, SLC60A1, UNQ3064"	ENSG00000174514	"Major facilitator superfamily domain containing 4A"	Q8N468	1	205568885-205602918	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Transport			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 33.3;kidney: 64.4;stomach 1: 129.1"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 107.3;Distal enterocytes: 44.1;Excitatory neurons: 46.6;Gastric mucus-secreting cells: 31.8;Glandular and luminal cells: 40.2;Intestinal goblet cells: 41.3;Ionocytes: 35.3"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Lung Adenocarcinoma (TCGA): 14.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"prostate cancer: 4.7"	"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Kidney - Ascending Loop of Henle cells, Minor Salivary Gland - Minor salivary glandular cells, Skin - Eccrine sweat gland cells, Stomach - Parietal cells"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	5	"amygdala: 19.6;cerebellum: 25.5;cerebral cortex: 77.8;hippocampal formation: 43.0"	HPA055407	Approved						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 51: Neurons - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 16: Intestinal goblet cells - Mucin production"	146			"HPA055407: "	"unprognostic (8.15e-2)"	"unprognostic (6.09e-4)"		"unprognostic (1.92e-2)"	"unprognostic (2.63e-1)"	"unprognostic (2.43e-1)"	"unprognostic (1.11e-1)"	"unprognostic (3.85e-2)"	"unprognostic (4.67e-3)"	"unprognostic (6.56e-3)"	"unprognostic (6.62e-6)"	"unprognostic (1.35e-2)"	"unprognostic (2.91e-1)"			"unprognostic (4.32e-4)"	"unprognostic (1.86e-1)"	"unprognostic (4.09e-2)"	"unprognostic (3.12e-1)"		"unprognostic (1.52e-1)"	"unprognostic (5.30e-4)"	"unprognostic (1.09e-3)"	"unprognostic (2.77e-2)"	"unprognostic (6.39e-2)"	"unprognostic (2.35e-2)"		"unprognostic (1.47e-1)"	"unprognostic (4.47e-1)"	"unprognostic (2.11e-2)"	"unprognostic (2.86e-1)"
MYRF	"C11orf9, MRF, Ndt80, pqn-47"	ENSG00000124920	"Myelin regulatory factor"	Q9Y2G1	11	61752636-61788518	"Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Transcription factors"	"Differentiation, Transcription, Transcription regulation"	"Activator, DNA-binding, Hydrolase, Protease"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 160.2;stomach 1: 85.9"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 78.8;Cholangiocytes: 51.5;Gastric mucus-secreting cells: 118.5;Mesothelial cells: 68.3;Oligodendrocytes: 238.1"	"Group enriched"	"Detected in many"	17	"committed oligodendrocyte precursor: 291.3;oligodendrocyte: 415.4"	"Cancer enhanced"	"Detected in many"		"Stomach Adenocarcinoma (TCGA): 29.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"liver cancer: 52.9"	"Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 1"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA018310			Approved	Nucleoplasm,Cytosol			NA	NA		790000		"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 11: White matter - Signal transduction"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 45: Non-specific - Mixed function"		Nucleoplasm	Cytosol	"HPA018310: AB_1845534"				"unprognostic (1.28e-1)"	"unprognostic (5.88e-2)"	"unprognostic (1.60e-1)"	"unprognostic (5.62e-2)"	"unprognostic (3.36e-1)"			"unprognostic (1.14e-4)"	"unprognostic (4.15e-2)"	"unprognostic (2.13e-4)"	"unprognostic (1.06e-1)"		"unprognostic (7.66e-4)"	"unprognostic (5.61e-2)"	"unprognostic (1.55e-3)"		"unprognostic (1.81e-2)"	"unprognostic (4.42e-1)"	"unprognostic (2.07e-2)"	"unprognostic (5.84e-3)"		"unprognostic (3.74e-1)"	"unprognostic (1.43e-4)"		"unprognostic (7.70e-2)"	"unprognostic (1.89e-1)"	"unprognostic (7.06e-2)"	"unprognostic (1.95e-2)"
POU2AF1	"BOB1, OBF1, OCA-B"	ENSG00000110777	"POU class 2 homeobox associating factor 1"	Q16633	11	111352255-111455630	"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins"	"Transcription, Transcription regulation"	Activator	"Cancer-related genes, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"intestine: 37.5;lymphoid tissue: 116.1;stomach 1: 39.0"	"Cell type enriched"	"Detected in some"	4	"Plasma cells: 488.5"	"Group enriched"	"Detected in some"	5	"choroid plexus epithelial cell: 244.6;ependymal cell: 112.7"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	7	"memory B-cell: 33.6;naive B-cell: 24.1"	"Lineage enriched"	"Detected in many"	8	"B-cells: 33.6"	"Group enriched"	"Detected in many"	7	"lymphoma: 239.1;Myeloma: 242.2"	"Adipose subcutaneous - Plasma cells, Adipose visceral - Plasma cells, Adrenal gland - Plasma cells, Breast - Plasma cells, Liver - Plasma cells, Lung - Plasma cells, Minor Salivary Gland - Plasma cells, Pituitary gland - Plasma cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			CAB011193	Enhanced						NA	NA			"Cluster 23: B-cells - Immunoglobulins"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 8: Immune cells - Immune response"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 61: Plasma cells - Immunoglobulins & histones"	35			"CAB011193: AB_532299"	"unprognostic (8.22e-3)"	"unprognostic (1.52e-5)"	"unprognostic (3.19e-1)"	"unprognostic (1.97e-2)"	"unprognostic (2.00e-2)"	"unprognostic (3.12e-1)"			"unprognostic (3.88e-3)"	"unprognostic (3.06e-3)"	"unprognostic (3.18e-4)"	"unprognostic (1.93e-1)"	"unprognostic (2.56e-3)"	"unprognostic (5.76e-2)"	"unprognostic (1.58e-1)"	"unprognostic (2.87e-3)"	"unprognostic (5.72e-3)"	"unprognostic (1.88e-1)"	"unprognostic (1.93e-1)"	"unprognostic (7.78e-3)"	"unprognostic (1.00e-1)"	"unprognostic (5.53e-2)"	"unprognostic (1.01e-1)"	"unprognostic (4.62e-2)"	"unprognostic (6.07e-2)"	"unprognostic (7.99e-2)"	"unprognostic (7.68e-2)"	"unprognostic (2.52e-1)"	"unprognostic (2.46e-1)"	"unprognostic (3.83e-2)"	"unprognostic (1.96e-1)"
RFX6	"dJ955L16.1, MGC33442, RFXDC1"	ENSG00000185002	"Regulatory factor X6"	Q8HWS3	6	116877212-116932161	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Differentiation, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	"Diabetes mellitus, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"adrenal gland: 4.4;intestine: 2.2;pancreas: 2.2;stomach 1: 6.3"	"Group enriched"	"Detected in some"	5	"Enteroendocrine cells: 50.1;Pancreatic endocrine cells: 17.0"	"Cell type enhanced"	"Detected in single"		"hippocampal CA1-3: 1.2"	"Cancer enhanced"	"Detected in single"		"Pancreatic Adenocarcinoma (TCGA): 2.4"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gastric cancer: 1.7;lung cancer: 1.0"	"Adrenal gland - Adrenal medulla cells, Breast - Breast glandular cells, Colon - Colon enterocytes, Minor Salivary Gland - Minor salivary gland ductal cells, Pancreas - Alpha cells, Pancreas - Beta cells, Pituitary gland - Somatotropes, Stomach - Gastric enteroendocrine cells, Testis - Spermatogonia"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA037696	Approved						NA	NA				"Cluster 48: Stomach - Proteolysis"		"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 20: Enteroendocrine cells - Hormone signaling"	26			"HPA037696: AB_2675616"			"unprognostic (4.43e-1)"																			"unprognostic (6.00e-5)"									
ST6GALNAC1	"SIAT7A, ST6GalNAcI"	ENSG00000070526	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1"	Q9NSC7	17	76624761-76643786	"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"cervix: 58.9;intestine: 189.6;stomach 1: 63.2"	"Cell type enriched"	"Detected in many"	5	"Intestinal goblet cells: 724.2"	"Cell type enriched"	"Detected in some"	16	"endothelial cell: 107.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in some"	5	"memory CD4 T-cell: 8.9;naive CD4 T-cell: 3.4"	"Lineage enriched"	"Detected in single"	33	"T-cells: 8.9"	"Cancer enhanced"	"Detected in many"		"prostate cancer: 16.8"	"Colon - Colon enterocytes, Lung - Respiratory ciliated cells, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Urothelial cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA014767, HPA014975"	Enhanced		Approved	"Nucleoplasm,Golgi apparatus"			NA	NA		2800000	"Cluster 31: T-cells - T-cell receptor"	"Cluster 45: Intestine - Digestion"	"Cluster 47: Endothelial cells - Vasculature"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 16: Intestinal goblet cells - Mucin production"	2	"Golgi apparatus"	Nucleoplasm	"HPA014767: , HPA014975: AB_1857529"	"unprognostic (1.04e-1)"	"unprognostic (1.04e-1)"	"unprognostic (7.74e-2)"	"unprognostic (1.20e-3)"	"unprognostic (1.11e-1)"	"unprognostic (8.62e-3)"			"unprognostic (1.10e-4)"							"unprognostic (4.65e-2)"	"unprognostic (2.86e-1)"	"unprognostic (5.87e-2)"	"unprognostic (1.37e-1)"	"unprognostic (2.29e-2)"	"unprognostic (1.67e-1)"	"unprognostic (6.14e-3)"	"unprognostic (1.44e-5)"	"unprognostic (1.13e-1)"	"unprognostic (2.65e-2)"	"unprognostic (1.49e-3)"	"unprognostic (6.26e-2)"	"unprognostic (1.10e-1)"	"unprognostic (6.12e-2)"		"unprognostic (1.74e-1)"
SULT1C2	"ST1C1, SULT1C1"	ENSG00000198203	"Sulfotransferase family 1C member 2"	O00338	2	108288639-108309915	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"		Transferase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"kidney: 68.4;stomach 1: 159.3"	"Cell type enriched"	"Detected in many"	8	"Gastric mucus-secreting cells: 517.6"	"Group enriched"	"Detected in some"	5	"choroid plexus epithelial cell: 56.4;endothelial cell: 14.9;fibroblast: 14.8"	"Cancer enhanced"	"Detected in many"		"Kidney Chromophobe (TCGA): 98.0"	"Region enriched"	"Detected in many"	6	"choroid plexus: 16.7"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gastric cancer: 49.6;liver cancer: 20.1"	"Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA007190	Approved						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 46: Gastric mucus-secreting cells - Digestion"	3			"HPA007190: AB_1857647"			"unprognostic (4.16e-2)"	"unprognostic (1.08e-2)"	"unprognostic (1.12e-1)"	"unprognostic (1.43e-1)"				"unprognostic (3.83e-1)"	"unprognostic (2.61e-2)"	"unprognostic (7.12e-2)"	"unprognostic (1.79e-1)"	"unprognostic (2.23e-4)"	"unprognostic (8.32e-3)"	"unprognostic (6.87e-4)"	"unprognostic (1.64e-2)"	"unprognostic (4.70e-2)"	"unprognostic (6.48e-2)"	"unprognostic (1.20e-1)"	"unprognostic (3.54e-1)"	"unprognostic (7.77e-2)"	"unprognostic (9.35e-3)"		"unprognostic (7.87e-2)"	"unprognostic (8.83e-2)"	"unprognostic (1.31e-1)"	"unprognostic (2.10e-1)"	"unprognostic (9.78e-2)"	"unprognostic (8.47e-3)"	"unprognostic (2.35e-1)"
TRIM50	"FLJ32804, TRIM50A"	ENSG00000146755	"Tripartite motif containing 50"	Q86XT4	7	73312536-73328082	"Enzymes, Human disease related genes, Predicted intracellular proteins"	"Ubl conjugation pathway"	Transferase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"pancreas: 28.3;parathyroid gland: 32.0;stomach 1: 47.4"	"Group enriched"	"Detected in some"	4	"Gastric mucus-secreting cells: 20.6;Granulosa cells: 27.8"	"Cell type enhanced"	"Detected in single"		"central nervous system macrophage: 1.5"	"Cancer enriched"	"Detected in some"	24	"Kidney Chromophobe (TCGA): 99.3"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	11	"Gastric cancer: 1.1;liver cancer: 1.7"	"Adrenal gland - Macrophages, Stomach - Parietal cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"HPA019862, HPA047843"	Uncertain		Approved	Cytosol			NA	NA				"Cluster 15: Pancreas - Proteolysis"		"Cluster 18: Liver cancer - Metabolism"	"Cluster 46: Gastric mucus-secreting cells - Digestion"	45	Cytosol		"HPA019862: AB_1858305, HPA047843: AB_2680176"			"unprognostic (3.48e-1)"							"unprognostic (9.03e-2)"	"unprognostic (1.15e-1)"		"unprognostic (2.20e-3)"	"unprognostic (1.35e-1)"	"unprognostic (6.07e-2)"																
VSIG1	"GPA34, MGC44287"	ENSG00000101842	"V-set and immunoglobulin domain containing 1"	Q86XK7	X	108044970-108079184	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	4	"stomach 1: 188.6"	"Cell type enriched"	"Detected in some"	28	"Gastric mucus-secreting cells: 311.9"	"Cell type enhanced"	"Detected in many"		"leukocyte: 10.6"	"Group enriched"	"Detected in many"	16	"Lung Adenocarcinoma (TCGA): 21.4;Pancreatic Adenocarcinoma (TCGA): 24.0;Stomach Adenocarcinoma (TCGA): 42.8"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"naive CD4 T-cell: 12.0;T-reg: 13.0"	"Lineage enriched"	"Detected in many"	5	"T-cells: 13.0"	"Cancer enhanced"	"Detected in some"		"Gastric cancer: 9.2;liver cancer: 16.3;pancreatic cancer: 8.0"	"Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	6	"medulla oblongata: 11.5;spinal cord: 27.4"	"HPA001445, HPA036310, HPA036311"	Enhanced		Approved	Vesicles,Cytosol			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 48: Stomach - Proteolysis"	"Cluster 53: Neurons - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 46: Gastric mucus-secreting cells - Digestion"	4	"Vesicles, Cytosol"		"HPA001445: AB_10669749, HPA036310: AB_10670795, HPA036311: AB_10673350"	"unprognostic (2.49e-1)"		"unprognostic (1.09e-1)"	"unprognostic (5.96e-2)"		"unprognostic (5.49e-3)"					"unprognostic (4.12e-2)"	"unprognostic (6.12e-3)"		"unprognostic (4.05e-2)"	"unprognostic (6.05e-3)"	"unprognostic (4.27e-2)"	"unprognostic (3.94e-3)"	"unprognostic (6.06e-2)"	"unprognostic (1.02e-1)"			"unprognostic (2.29e-2)"	"unprognostic (5.03e-3)"			"unprognostic (2.78e-2)"		"unprognostic (6.45e-2)"	"unprognostic (2.30e-1)"		"unprognostic (7.85e-3)"
ACSM6	"bA310E22.3, C10orf129"	ENSG00000173124	"Acyl-CoA synthetase medium chain family member 6"	Q6P461	10	95194200-95228929	"Enzymes, Predicted membrane proteins"	"Fatty acid metabolism, Lipid metabolism"	Ligase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"lymphoid tissue: 3.1;pancreas: 3.1;skin 1: 1.6;stomach 1: 1.6"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 1.9;Cone photoreceptor cells: 1.7;Early spermatids: 2.6;Excitatory neurons: 3.7;Gastric mucus-secreting cells: 2.4;Inhibitory neurons: 3.2;Oligodendrocytes: 2.0;Rod photoreceptor cells: 4.7"	"Low cell type specificity"	"Detected in many"			"Cancer enriched"	"Detected in single"	6	"Bladder Urothelial Carcinoma (TCGA): 1.2"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Skin - Sebaceous gland cells, Testis - Early spermatids, Testis - Late spermatids"									HPA044593	Uncertain						NA	NA				"Cluster 15: Pancreas - Proteolysis"	"Cluster 33: Neurons - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 66: Photoreceptor cells - Visual perception"				"HPA044593: AB_10960261"	"unprognostic (6.04e-1)"																														
AGR2	"AG2, HAG-2, PDIA17, XAG-2"	ENSG00000106541	"Anterior gradient 2, protein disulphide isomerase family member"	O95994	7	16791811-16833433	"Predicted intracellular proteins"			"Disease variant, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"cervix: 615.9;intestine: 1184.3;stomach 1: 1365.8"	"Cell type enhanced"	"Detected in many"		"Club cells: 1768.3;Distal enterocytes: 1389.8;Enteroendocrine cells: 1388.6;Gastric mucus-secreting cells: 2597.0;Intestinal goblet cells: 7831.2;Undifferentiated cells: 1511.5"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Stomach Adenocarcinoma (TCGA): 1285.3"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Esophageal cancer: 605.6;Gastric cancer: 837.5"	"Breast - Breast glandular cells, Colon - Colon enterocytes, Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary glandular cells, Stomach - Gastric mucous cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA007912	Enhanced		Supported	"Endoplasmic reticulum"	"Intracellular and membrane"	"No annotated function"	NA	NA		31000		"Cluster 45: Intestine - Digestion"	"Cluster 53: Neurons - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 16: Intestinal goblet cells - Mucin production"	295	"Endoplasmic reticulum"		"HPA007912: AB_1844879"	"unprognostic (7.71e-4)"	"unprognostic (1.33e-1)"	"unprognostic (1.33e-1)"	"unprognostic (3.33e-1)"	"unprognostic (1.96e-1)"	"unprognostic (8.39e-3)"			"unprognostic (3.25e-3)"		"unprognostic (3.94e-5)"	"unprognostic (1.81e-2)"	"unprognostic (5.69e-2)"	"unprognostic (3.40e-5)"	"unprognostic (4.50e-3)"	"unprognostic (8.70e-3)"	"unprognostic (4.14e-2)"	"unprognostic (4.25e-1)"	"unprognostic (4.01e-1)"	"unprognostic (4.30e-3)"	"unprognostic (2.27e-2)"	"unprognostic (1.65e-1)"	"unprognostic (5.64e-4)"	"unprognostic (8.99e-2)"	"unprognostic (1.35e-1)"	"unprognostic (9.11e-3)"		"unprognostic (5.36e-2)"	"unprognostic (1.02e-1)"	"unprognostic (2.00e-1)"	"unprognostic (3.09e-1)"
