Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
FFAR4	"GPR120, GPR129, O3FAR1, PGR4"	ENSG00000186188	"Free fatty acid receptor 4"	Q5NUL3	10	93566665-93604480	"FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted membrane proteins, Transporters"	"Differentiation, Inflammatory response"	"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"adipose tissue: 3.9;intestine: 11.0;lung: 3.4;pituitary gland: 10.7"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 30.4;Intestinal goblet cells: 81.8;Late spermatids: 19.1;Pancreatic endocrine cells: 22.1;Paneth cells: 12.9"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 36.7"	"Cancer enhanced"	"Detected in some"		"Colon Adenocarcinoma (TCGA): 6.1;Rectum Adenocarcinoma (TCGA): 4.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"colorectal cancer: 4.3"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Macrophages, Breast - Adipocytes (Breast), Colon - Colon enterocytes, Pituitary gland - Corticotropes, Testis - Late spermatids, Thyroid gland - Macrophages"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA042563			Supported	"Vesicles,Plasma membrane,Basal body"			NA	NA			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 45: Intestine - Digestion"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 16: Intestinal goblet cells - Mucin production"		"Plasma membrane"	"Vesicles, Basal body"	"HPA042563: AB_10794762"					"unprognostic (8.43e-2)"	"unprognostic (1.98e-3)"						"unprognostic (2.38e-1)"	"unprognostic (4.83e-2)"			"unprognostic (7.43e-3)"	"unprognostic (1.14e-1)"					"unprognostic (2.21e-1)"			"unprognostic (1.29e-1)"	"unprognostic (2.82e-2)"		"unprognostic (7.80e-2)"			
GJB7	"bA136M9.1, CX25"	ENSG00000164411	"Gap junction protein beta 7"	Q6PEY0	6	87282980-87329278	"Predicted membrane proteins"				"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Group enriched"	"Detected in some"	5	"fallopian tube: 6.8;pituitary gland: 5.4;placenta: 2.6"	"Group enriched"	"Detected in some"	4	"Ciliated cells: 10.7;Cytotrophoblasts: 10.7;Extravillous trophoblasts: 4.7;Horizontal cells: 3.8;Ionocytes: 5.5;Syncytiotrophoblasts: 8.9"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Esophageal cancer: 2.2"	"Lung - Respiratory ciliated cells, Pituitary gland - Gonadotropes, Testis - Early spermatids, Testis - Late spermatids"					"Not detected"	"Not detected"			HPA014392			Approved	"Plasma membrane,Cytosol"			NA	NA				"Cluster 59: Fallopian tube - Tissue development"	"Cluster 37: Neurons - Mixed function"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 24: Cytotrophoblasts - Mitochondria"		"Plasma membrane, Cytosol"		"HPA014392: "	"unprognostic (1.36e-1)"		"unprognostic (1.60e-1)"														"unprognostic (4.96e-2)"	"unprognostic (2.49e-2)"	"unprognostic (1.12e-1)"										"unprognostic (1.30e-1)"		
GRIA2	"GluA2, GLUR2, GLURB"	ENSG00000120251	"Glutamate ionotropic receptor AMPA type subunit 2"	P42262	4	157204182-157387146	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Ion channel, Ligand-gated ion channel, Receptor"	"Autism spectrum disorder, Disease variant, Epilepsy, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"brain: 81.6;pituitary gland: 21.1"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 317.7;Bipolar cells: 199.3;Excitatory neurons: 1054.4;Horizontal cells: 244.2;Inhibitory neurons: 693.4;Oligodendrocyte precursor cells: 1038.6;Oligodendrocytes: 302.3"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in some"	13	"Breast Invasive Carcinoma (TCGA): 8.3;Glioblastoma Multiforme (TCGA): 20.3;Uterine Corpus Endometrial Carcinoma (TCGA): 5.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Neuroblastoma: 5.4;Rhabdoid: 11.3"	"Adipose subcutaneous - Smooth muscle cells, Colon - Colon enteroendocrine cells, Minor Salivary Gland - Minor salivary glandular cells, Pancreas - Alpha cells, Pancreas - Beta cells, Skin - Eccrine sweat gland cells, Thyroid gland - Parafollicular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA008441	Enhanced						NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 51: Neurons - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"	14			"HPA008441: AB_1078983"		"unprognostic (8.99e-2)"	"unprognostic (9.13e-2)"				"unprognostic (5.05e-2)"	"unprognostic (6.20e-3)"													"unprognostic (5.08e-2)"										"unprognostic (2.13e-3)"
HLA-G		ENSG00000204632	"Major histocompatibility complex, class I, G"	P17693	6	29826967-29831125	"Cancer-related genes, Human disease related genes, Predicted membrane proteins, Predicted secreted proteins"	Immunity		"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"pituitary gland: 13.1;placenta: 10.7"	"Cell type enriched"	"Detected in many"	21	"Extravillous trophoblasts: 2180.4"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Kidney Renal Clear Cell Carcinoma (TCGA): 4.2"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"lung cancer: 1.1"	"Pituitary gland - Gonadotropes, Testis - Late spermatids"									CAB016158	Enhanced				"Secreted to blood"	Immunity	NA	NA	32800000	46000000	"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 57: Lung - Lung function"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 4: Extravillous trophoblasts - Unknown function"	69			"CAB016158: AB_627938"									"unprognostic (7.61e-2)"		"unprognostic (3.37e-2)"	"unprognostic (2.16e-1)"	"unprognostic (8.90e-2)"								"unprognostic (4.26e-2)"		"unprognostic (1.13e-1)"							"unprognostic (2.99e-1)"	
IGSF1	"IGCD1, IGDC1, INHBP, KIAA0364, MGC75490, PGSF2"	ENSG00000147255	"Immunoglobulin superfamily member 1"	Q8N6C5	X	131273506-131578899	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"		Receptor	"Congenital hypothyroidism, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	5	"pituitary gland: 163.3"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 3.7;Bipolar cells: 10.7;Breast glandular cells: 3.7;Granulosa cells: 3.2;Pancreatic endocrine cells: 5.1;Schwann cells: 9.2"	"Cell type enhanced"	"Detected in many"		"astrocyte: 23.0"	"Cancer enriched"	"Detected in many"	8	"Thyroid Carcinoma (TCGA): 287.8"	"Region enhanced"	"Detected in all"		"hypothalamus: 153.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"liver cancer: 9.0"	"Breast - Breast glandular cells, Pituitary gland - Lactotropes, Testis - Sertoli cells, Thyroid gland - Thyroid glandular cells"	"Region enhanced"	"Detected in all"		"hypothalamus: 144.1"	"Low region specificity"	"Detected in all"			"HPA012732, HPA035582"	Enhanced		Approved	Cytosol	"Intracellular and membrane"	Receptor	NA	NA		38000		"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 25: Bipolar cells - Visual perception"		Cytosol		"HPA012732: AB_2732404, HPA035582: AB_2674687"	"unprognostic (1.59e-2)"	"unprognostic (3.28e-2)"	"unprognostic (2.97e-1)"				"unprognostic (1.27e-1)"	"unprognostic (1.10e-1)"					"unprognostic (7.01e-2)"	"unprognostic (1.74e-3)"	"unprognostic (4.26e-3)"		"unprognostic (2.34e-2)"	"unprognostic (3.64e-2)"	"unprognostic (1.54e-1)"	"unprognostic (3.62e-2)"		"unprognostic (1.10e-1)"		"unprognostic (2.14e-2)"					"unprognostic (3.11e-1)"	"unprognostic (1.74e-1)"	"unprognostic (1.63e-2)"
KCNH8	"elk3, Kv12.1"	ENSG00000183960	"Potassium voltage-gated channel subfamily H member 8"	Q96L42	3	19148510-19535642	"Predicted membrane proteins, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"brain: 10.3;pituitary gland: 10.4;retina: 3.3"	"Group enriched"	"Detected in many"	39	"Oligodendrocyte precursor cells: 311.3;Oligodendrocytes: 921.0"	"Group enriched"	"Detected in many"	9	"committed oligodendrocyte precursor: 514.5;oligodendrocyte: 1153.5;oligodendrocyte precursor cell: 520.2"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"Immune cell enhanced"	"Detected in single"		"naive B-cell: 1.4"	"Lineage enriched"	"Detected in single"	4	"B-cells: 1.4"	"Cancer enhanced"	"Detected in some"		"Gallbladder cancer: 4.0;Neuroblastoma: 2.4"	"Colon - Enteric glia cells, Skin - Outer root sheath cells, Spleen - B-cells (Spleen)"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"HPA016586, HPA077537, HPA077773"	Approved		Supported	"Plasma membrane"			NA	NA			"Cluster 23: B-cells - Immunoglobulins"	"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 11: White matter - Signal transduction"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 51: Oligodendrocytes - Unknown function"		"Plasma membrane"		"HPA016586: AB_1852127, HPA077537: , HPA077773: "			"unprognostic (9.66e-2)"		"unprognostic (1.53e-2)"	"unprognostic (5.80e-2)"		"unprognostic (1.01e-3)"															"unprognostic (5.39e-2)"	"unprognostic (7.30e-2)"	"unprognostic (2.18e-1)"	"unprognostic (4.12e-2)"					
KIAA0513		ENSG00000135709	KIAA0513	O60268	16	85027782-85094230	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	5	"brain: 116.7;pituitary gland: 31.7"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 51.7;Horizontal cells: 52.2;Inhibitory neurons: 51.1;Late spermatids: 195.7;monocytes: 53.3"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Group enriched"	"Detected in many"	5	"granulocytes: 25.1;monocytes: 23.5"	"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (granular), Spleen - Neutrophils"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA012866, HPA014431"	Enhanced		Approved	Cytosol			NA	NA		59000	"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 53: Neurons - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 63: Late spermatids - Spermatogenesis"		Cytosol		"HPA012866: AB_1852321, HPA014431: AB_1852322"	"unprognostic (1.12e-3)"	"unprognostic (9.64e-3)"	"unprognostic (5.42e-3)"	"unprognostic (2.51e-1)"	"unprognostic (9.83e-2)"	"unprognostic (1.15e-1)"	"unprognostic (6.40e-2)"	"unprognostic (2.11e-2)"	"unprognostic (8.67e-3)"	"unprognostic (1.83e-2)"	"unprognostic (8.20e-3)"	"unprognostic (3.83e-2)"	"unprognostic (3.35e-2)"	"unprognostic (7.82e-3)"		"unprognostic (2.32e-2)"	"unprognostic (7.91e-2)"	"unprognostic (1.89e-1)"	"unprognostic (2.84e-2)"	"unprognostic (1.63e-1)"	"unprognostic (6.85e-2)"	"unprognostic (2.24e-3)"	"unprognostic (1.05e-3)"	"unprognostic (1.23e-1)"	"unprognostic (2.41e-1)"	"unprognostic (1.98e-1)"	"unprognostic (1.51e-1)"	"unprognostic (4.20e-2)"	"unprognostic (8.82e-2)"	"unprognostic (2.38e-3)"	"unprognostic (2.47e-2)"
KISS1R	"AXOR12, GPR54, HOT7T175"	ENSG00000116014	"KISS1 receptor"	Q969F8	19	917287-921005	"Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant, Hypogonadotropic hypogonadism"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"brain: 3.6;pancreas: 1.3;pituitary gland: 1.1"	"Cell type enriched"	"Detected in some"	11	"Extravillous trophoblasts: 52.4"	"Cell type enhanced"	"Detected in many"		"deep-layer near-projecting: 11.1;splatter: 7.8"	"Cancer enriched"	"Detected in some"	5	"Kidney Renal Clear Cell Carcinoma (TCGA): 8.2"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Myeloma: 13.1"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in some"			"HPA007156, HPA071913"	Approved		Supported	"Vesicles,Plasma membrane"			NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 24: Neurons - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 4: Extravillous trophoblasts - Unknown function"	3	"Plasma membrane"	Vesicles	"HPA007156: , HPA071913: AB_2686471"		"unprognostic (2.61e-1)"	"unprognostic (4.56e-1)"				"unprognostic (2.53e-3)"				"unprognostic (3.56e-2)"	"unprognostic (6.43e-3)"				"unprognostic (3.00e-2)"															"unprognostic (7.77e-2)"
MAGEL2	"NDNL1, nM15"	ENSG00000254585	"MAGE family member L2"	Q9UJ55	15	23643549-23647867	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Biological rhythms, Transcription, Transcription regulation, Transport, Ubl conjugation pathway"	Repressor	"Autism spectrum disorder, Intellectual disability, Obesity"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"brain: 14.5;pituitary gland: 8.5"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 2.8;Excitatory neurons: 2.6;Granulosa cells: 4.0;Horizontal cells: 2.5;Inhibitory neurons: 5.6;Leydig cells: 2.7;Pancreatic endocrine cells: 3.4"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in some"		"Testicular Germ Cell Tumor (TCGA): 4.6"	"Region enriched"	"Detected in many"	4	"hypothalamus: 54.7"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Sarcoma: 1.2;testis cancer: 2.1"	"Pituitary gland - Somatotropes, Skin - Fibroblast_1, Skin - Fibroblast_2"	"Region enhanced"	"Detected in many"		"hypothalamus: 17.7"												NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 9: Endometrial stromal cells - Transcription"	6						"unprognostic (7.58e-2)"				"unprognostic (1.45e-1)"																						"unprognostic (2.98e-2)"		
MARCHF4	"KIAA1399, MARCH-IV, MARCH4, RNF174"	ENSG00000144583	"Membrane associated ring-CH-type finger 4"	Q9P2E8	2	216257865-216372483	"Enzymes, Metabolic proteins, Predicted membrane proteins"	"Ubl conjugation pathway"	Transferase		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Group enriched"	"Detected in some"	5	"brain: 7.7;pituitary gland: 6.0"	"Group enriched"	"Detected in some"	5	"Excitatory neurons: 44.3;Inhibitory neurons: 71.5"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in single"		"Pancreatic Adenocarcinoma (TCGA): 1.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	5	"Adrenocortical cancer: 79.6"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Pancreas - Beta cells, Stomach - Gastric enteroendocrine cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			HPA014348	Approved						NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 51: Neurons - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 65: Neurons - Synaptic function"	3			"HPA014348: AB_1853578"																						"unprognostic (4.49e-3)"									
MYT1L	"KIAA1106, NZF1, ZC2H2C2, ZC2HC4B"	ENSG00000186487	"Myelin transcription factor 1 like"	Q9UL68	2	1789113-2331664	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Differentiation, Neurogenesis, Transcription, Transcription regulation"	"Developmental protein, DNA-binding, Repressor"	"Autism spectrum disorder, Intellectual disability"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"brain: 39.4;pituitary gland: 14.4"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 562.4;Horizontal cells: 163.0;Inhibitory neurons: 608.2;Oligodendrocyte precursor cells: 249.0;Spermatocytes: 105.2"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	4	"Neuroblastoma: 10.2"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Pancreas - Beta cells, Pituitary gland - Lactotropes, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA060245			Approved	Vesicles			NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 53: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 69: Neurons - Neuronal signaling"	2	Vesicles		"HPA060245: AB_2732643"			"unprognostic (2.19e-2)"				"unprognostic (5.63e-2)"	"unprognostic (5.94e-2)"															"unprognostic (1.41e-2)"						"unprognostic (1.50e-1)"		
NACAD	KIAA0363	ENSG00000136274	"NAC alpha domain containing"	O15069	7	45080437-45088969	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"brain: 64.3;pituitary gland: 23.7"	"Cell type enhanced"	"Detected in many"		"Horizontal cells: 19.5;Oligodendrocytes: 21.5;Peritubular cells: 11.9;Sertoli cells: 16.3"	"Cell type enhanced"	"Detected in all"		"oligodendrocyte: 49.7"	"Group enriched"	"Detected in many"	5	"Glioblastoma Multiforme (TCGA): 20.9;Testicular Germ Cell Tumor (TCGA): 23.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	4	"Neuroblastoma: 25.4"	"Prostate - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA020981, HPA079208"	Enhanced		Approved	Nucleoplasm,Cytosol			NA	NA				"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 6: Non-specific - Immune response"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 71: Horizontal & Bipolar cells - Neuronal signaling"	3	Cytosol	Nucleoplasm	"HPA020981: AB_2670549, HPA079208: "	"unprognostic (1.02e-2)"	"unprognostic (2.40e-3)"	"unprognostic (3.36e-1)"				"unprognostic (4.64e-4)"	"unprognostic (2.12e-2)"	"unprognostic (2.23e-1)"	"unprognostic (1.30e-1)"	"unprognostic (4.43e-2)"	"unprognostic (5.67e-2)"	"unprognostic (3.29e-2)"			"unprognostic (7.05e-2)"		"unprognostic (4.54e-2)"		"unprognostic (2.20e-2)"	"unprognostic (1.06e-1)"	"unprognostic (4.61e-3)"		"unprognostic (1.19e-2)"			"unprognostic (9.20e-3)"	"unprognostic (1.10e-2)"	"unprognostic (4.32e-2)"		"unprognostic (3.23e-3)"
NIM1K	"MGC42105, NIM1"	ENSG00000177453	"NIM1 serine/threonine protein kinase"	Q8IY84	5	43192071-43280850	"Enzymes, Predicted membrane proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"brain: 12.4;choroid plexus: 4.3;pituitary gland: 6.3;retina: 9.9"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 28.2;Cone photoreceptor cells: 35.7;Excitatory neurons: 54.1;Inhibitory neurons: 42.4;Oligodendrocyte precursor cells: 41.0;Oligodendrocytes: 18.9"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in some"	11	"Glioblastoma Multiforme (TCGA): 12.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Brain cancer: 1.7"	"Colon - Enteric glia cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA007695			Approved	Cytosol			NA	NA				"Cluster 17: Neuronal - Synaptic function"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 11: Neuronal - Sensory perception"	"Cluster 34: Neurons - Neuronal signaling"		Cytosol		"HPA007695: AB_2667897"							"unprognostic (9.90e-2)"	"unprognostic (2.01e-2)"				"unprognostic (1.05e-1)"															"unprognostic (2.90e-1)"				
OTOS	OTOSP	ENSG00000178602	Otospiralin	Q8NHW6	2	240139026-240144562	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"pituitary gland: 100.3;thyroid gland: 42.4"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 1.2;Horizontal cells: 1.3"	"Cell type enhanced"	"Detected in some"		"mammillary body: 7.6;thalamic excitatory: 2.5"	"Cancer enriched"	"Detected in some"	4	"Thyroid Carcinoma (TCGA): 51.6"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	59	"thyroid cancer: 12.8"	"Pituitary gland - Somatotropes"	"Region enriched"	"Detected in single"	4	"hippocampal formation: 1.6"	"Low region specificity"	"Detected in many"								"Secreted in other tissues"	"No annotated function"	NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 47: Astrocytes - Unknown function"	3						"unprognostic (1.18e-1)"				"unprognostic (1.02e-2)"					"unprognostic (3.85e-1)"																		"unprognostic (1.85e-3)"	"unprognostic (2.56e-2)"
