Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
AQP6	AQP2L	ENSG00000086159	"Aquaporin 6"	Q13520	12	49967194-49977139	"Metabolic proteins, Predicted membrane proteins, Transporters"	Transport			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	11	"kidney: 51.2"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 4.0;Club cells: 1.5;Collecting duct cells: 1.9;Distal tubular cells: 3.1;Ionocytes: 5.5;Oligodendrocyte precursor cells: 1.4;Oligodendrocytes: 1.5"	"Cell type enriched"	"Detected in some"	4	"astrocyte: 17.8"	"Cancer enriched"	"Detected in many"	10	"Kidney Chromophobe (TCGA): 153.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Breast - Breast glandular cells (progenitors), Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells, Pituitary gland - Undifferentiated cells (Pituitary gland), Skin - Eccrine sweat gland cells"	"Region enriched"	"Detected in some"	7	"cerebellum: 21.0"	"Not detected"	"Not detected"			HPA015278	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 35: Respiratory epithelial cells - Unknown function"	264			"HPA015278: AB_10600982"			"unprognostic (7.28e-2)"	"unprognostic (6.01e-3)"			"unprognostic (1.03e-1)"			"unprognostic (1.65e-1)"	"unprognostic (3.02e-1)"		"unprognostic (3.69e-3)"	"unprognostic (1.20e-1)"	"unprognostic (2.43e-1)"					"unprognostic (9.82e-3)"									"unprognostic (1.94e-1)"		"unprognostic (5.18e-2)"
CRYAA	"CRYA1, HSPB4"	ENSG00000160202	"Crystallin alpha A"	P02489	21	43169008-43172805	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"	"Sensory transduction, Vision"	"Chaperone, Eye lens protein"	"Cataract, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	11	"kidney: 83.6;retina: 99.6"	"Cell type enhanced"	"Detected in single"		"Muller glia cells: 1.1"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Liver Hepatocellular Carcinoma (TCGA): 4.8"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	8	"liver cancer: 3.5"		"Region enhanced"	"Detected in some"		"hippocampal formation: 3.9"	"Group enriched"	"Detected in some"	16	"cerebral cortex: 51.6;hippocampal formation: 46.6"	"HPA037737, HPA038430"	Supported		Approved	Nucleoplasm,Cytosol			NA	NA				"Cluster 39: Retina & Testis - Cilium"	"Cluster 34: Non-specific - Mixed function"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 10: Muller glia cells - Visual perception"	95	Cytosol	Nucleoplasm	"HPA037737: AB_2675639, HPA038430: AB_2732478"			"unprognostic (2.74e-1)"								"unprognostic (8.15e-2)"	"unprognostic (2.84e-1)"		"unprognostic (1.40e-3)"	"unprognostic (9.23e-4)"																
EHHADH	ECHD	ENSG00000113790	"Enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase"	Q08426	3	185190624-185281990	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Fatty acid metabolism, Lipid metabolism"	"Isomerase, Lyase, Multifunctional enzyme, Oxidoreductase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	11	"kidney: 139.2;liver: 334.1"	"Group enriched"	"Detected in many"	4	"Hepatocytes: 276.9;Proximal tubular cells: 125.5"	"Cell type enhanced"	"Detected in all"		"astrocyte: 41.7;choroid plexus epithelial cell: 42.8"	"Group enriched"	"Detected in all"	5	"Kidney Renal Clear Cell Carcinoma (TCGA): 47.0;Kidney Renal Papillary Cell Carcinoma (TCGA): 32.4;Liver Hepatocellular Carcinoma (TCGA): 57.1"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036401, HPA042021"	Enhanced						NA	NA			"Cluster 13: Non-specific - Mitochondria"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 62: Hepatocytes - Metabolism"	105			"HPA036401: AB_10670165, HPA042021: AB_2677801"	"unprognostic (5.71e-2)"	"unprognostic (2.04e-2)"	"unprognostic (5.83e-2)"	"unprognostic (3.72e-1)"	"unprognostic (2.84e-3)"	"unprognostic (1.38e-1)"	"unprognostic (2.99e-1)"	"unprognostic (2.11e-1)"	"unprognostic (7.89e-2)"	"unprognostic (2.61e-2)"	"unprognostic (4.14e-10)"	"unprognostic (1.78e-3)"	"unprognostic (3.13e-2)"	"unprognostic (1.20e-3)"	"unprognostic (9.12e-4)"	"unprognostic (2.61e-2)"	"unprognostic (7.50e-2)"	"unprognostic (2.84e-2)"	"unprognostic (2.73e-2)"	"unprognostic (2.52e-1)"	"unprognostic (9.10e-2)"	"unprognostic (1.16e-2)"	"unprognostic (3.40e-3)"	"unprognostic (2.30e-1)"	"unprognostic (1.80e-1)"	"unprognostic (1.55e-4)"	"unprognostic (1.25e-1)"	"unprognostic (1.82e-1)"	"unprognostic (3.22e-1)"	"unprognostic (2.86e-2)"	"unprognostic (1.38e-1)"
BHMT2		ENSG00000132840	"Betaine--homocysteine S-methyltransferase 2"	Q9H2M3	5	79069767-79090069	"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Methyltransferase, Transferase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	10	"kidney: 321.0;liver: 416.7"	"Group enriched"	"Detected in many"	6	"Hepatocytes: 389.2;Proximal tubular cells: 508.2"	"Cell type enhanced"	"Detected in many"		"choroid plexus epithelial cell: 54.3;fibroblast: 105.8"	"Group enriched"	"Detected in many"	11	"Kidney Renal Clear Cell Carcinoma (TCGA): 118.0;Kidney Renal Papillary Cell Carcinoma (TCGA): 74.8;Liver Hepatocellular Carcinoma (TCGA): 137.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	9	"Adrenocortical cancer: 94.2;Kidney cancer: 68.7;liver cancer: 44.2"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Smooth muscle cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA044573	Enhanced						NA	NA		2200000		"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	1			"HPA044573: AB_10795044"	"unprognostic (5.02e-3)"	"unprognostic (6.22e-2)"	"unprognostic (6.65e-3)"	"unprognostic (6.87e-2)"		"unprognostic (5.41e-2)"	"unprognostic (9.10e-3)"			"unprognostic (2.61e-2)"	"unprognostic (1.40e-4)"	"unprognostic (3.16e-3)"	"unprognostic (1.60e-1)"	"unprognostic (1.01e-2)"	"unprognostic (2.56e-3)"	"unprognostic (1.97e-1)"	"unprognostic (4.75e-1)"	"unprognostic (6.42e-2)"	"unprognostic (3.63e-2)"	"unprognostic (6.92e-3)"	"unprognostic (2.09e-1)"	"unprognostic (1.94e-2)"	"unprognostic (1.84e-1)"	"unprognostic (2.98e-2)"		"unprognostic (7.85e-3)"	"unprognostic (2.78e-1)"	"unprognostic (2.34e-2)"	"unprognostic (1.38e-1)"	"unprognostic (1.70e-1)"	"unprognostic (2.63e-2)"
FMO1		ENSG00000010932	"Flavin containing dimethylaniline monoxygenase 1"	Q01740	1	171248471-171285978	"Enzymes, Metabolic proteins, Predicted membrane proteins"		"Monooxygenase, Oxidoreductase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	10	"kidney: 191.8"	"Cell type enhanced"	"Detected in some"		"Distal tubular cells: 27.7;Mesothelial cells: 59.0;Proximal enterocytes: 85.9;Proximal tubular cells: 165.1"	"Group enriched"	"Detected in some"	6	"choroid plexus epithelial cell: 5.1;fibroblast: 4.0;pericyte: 4.4"	"Group enriched"	"Detected in many"	8	"Kidney Renal Clear Cell Carcinoma (TCGA): 35.8;Kidney Renal Papillary Cell Carcinoma (TCGA): 39.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Rhabdoid: 1.4"	"Kidney - Proximal tubular cells, Lung - Fibroblast_2, Pituitary gland - Fibroblasts, Skeletal muscle - Fibroblasts, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA078132	Approved						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 44: Connective tissue cells - ECM organization"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	5			"HPA078132: "	"unprognostic (1.59e-1)"	"unprognostic (2.80e-1)"	"unprognostic (8.62e-2)"	"unprognostic (2.93e-2)"					"unprognostic (6.02e-2)"		"unprognostic (2.67e-9)"	"unprognostic (5.04e-3)"	"unprognostic (8.75e-3)"	"unprognostic (1.41e-1)"	"unprognostic (1.67e-1)"	"unprognostic (7.55e-2)"	"unprognostic (3.97e-3)"	"unprognostic (8.23e-2)"	"unprognostic (2.95e-1)"	"unprognostic (5.57e-3)"	"unprognostic (1.22e-3)"	"unprognostic (1.29e-2)"	"unprognostic (2.21e-1)"				"unprognostic (3.29e-1)"	"unprognostic (2.58e-4)"	"unprognostic (2.65e-1)"		
LY6L		ENSG00000261667	"Lymphocyte antigen 6 family member L"	H3BQJ8	8	143080630-143083486	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Group enriched"	"Detected in some"	10	"epididymis: 6.0;kidney: 1.5"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	6	"Kidney Chromophobe (TCGA): 1.4;Prostate Adenocarcinoma (TCGA): 1.7"	"Region enhanced"	"Detected in some"		"thalamus: 5.1"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	27	"breast cancer: 2.6"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"										NA	NA				"Cluster 50: Epididymis - Male reproductive secretion"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 70: DU4475 - Unknown function"															"unprognostic (1.71e-1)"														"unprognostic (2.80e-1)"							
NXPH2	NPH2	ENSG00000144227	"Neurexophilin 2"	O95156	2	138669157-138780390	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	10	"brain: 2.8;kidney: 3.9;ovary: 4.2;retina: 2.2"	"Cell type enriched"	"Detected in some"	6	"Inhibitory neurons: 148.3"	"Group enriched"	"Detected in many"	7	"cerebellar inhibitory: 304.0;CGE interneuron: 192.4;deep-layer near-projecting: 354.8;LAMP5-LHX6 and Chandelier: 256.3;lower rhombic lip: 316.8;MGE interneuron: 187.7;midbrain-derived inhibitory: 252.5;splatter: 107.0"	"Cancer enhanced"	"Detected in single"		"Kidney Chromophobe (TCGA): 1.5"	"Group enriched"	"Detected in many"	4	"medulla oblongata: 15.6;midbrain: 16.2;pons: 27.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bone cancer: 3.6;Rhabdoid: 6.5"	"Adipose visceral - Mesothelial cells, Colon - Colon enteroendocrine cells, Kidney - Intercalated cells, Minor Salivary Gland - Minor salivary gland ductal cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA034759	Approved				"Secreted in brain"	"No annotated function"	NA	Yes				"Cluster 64: Neuronal - Transcription"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 65: Neurons - Synaptic function"	10			"HPA034759: AB_10669732"			"unprognostic (5.18e-2)"							"unprognostic (7.50e-2)"																					
REN		ENSG00000143839	Renin	P00797	1	204154819-204190324	"Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins"		"Aspartyl protease, Hydrolase, Protease"	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	10	"kidney: 157.7"	"Group enriched"	"Detected in some"	5	"Club cells: 33.8;Late spermatids: 27.8;Smooth muscle cells: 14.8"	"Cell type enhanced"	"Detected in some"		"choroid plexus epithelial cell: 16.8;ependymal cell: 7.2"	"Cancer enriched"	"Detected in many"	9	"Kidney Renal Clear Cell Carcinoma (TCGA): 78.2"	"Region enhanced"	"Detected in many"		"choroid plexus: 7.5"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"Bladder cancer: 22.1;colorectal cancer: 8.4"	"Lung - Alveolar cells type 2, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA005131	Approved				"Secreted to blood"	Enzyme	NA	NA	692000	9600		"Cluster 52: Kidney - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 50: Connective tissue cells - ECM organization"	5			"HPA005131: AB_1079174"	"unprognostic (6.94e-2)"		"unprognostic (6.02e-3)"		"unprognostic (1.18e-1)"	"unprognostic (1.61e-1)"				"unprognostic (1.77e-1)"	"unprognostic (1.17e-5)"	"unprognostic (2.00e-2)"	"unprognostic (4.14e-5)"	"unprognostic (2.65e-2)"						"unprognostic (9.82e-3)"	"unprognostic (9.10e-3)"				"unprognostic (1.13e-1)"	"unprognostic (5.58e-3)"			"unprognostic (2.11e-1)"	"unprognostic (1.40e-1)"	"unprognostic (2.25e-1)"
SLC22A24	"MGC34821, NET46"	ENSG00000197658	"Solute carrier family 22 member 24"	Q8N4F4	11	63079940-63144221	"Predicted membrane proteins"	"Ion transport, Lipid metabolism, Lipid transport, Steroid metabolism, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	10	"kidney: 4.2"	"Group enriched"	"Detected in some"	5	"Excitatory neurons: 5.7;Proximal tubular cells: 10.8"	"Cell type enhanced"	"Detected in many"		"deep-layer corticothalamic and 6b: 29.8;deep-layer intratelencephalic: 23.2;upper-layer intratelencephalic: 51.0"	"Cancer enhanced"	"Detected in single"		"Kidney Renal Papillary Cell Carcinoma (TCGA): 1.5"	"Region enhanced"	"Detected in many"		"cerebral cortex: 6.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Liver - Hepatocytes"									HPA045015	Uncertain						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 53: Neurons - Mixed function"		"Cluster 38: Proximal tubular cells - Transmembrane transport"				"HPA045015: AB_2679183"			"unprognostic (5.15e-2)"									"unprognostic (2.20e-3)"	"unprognostic (1.12e-5)"																		
HMX2	NKX5-2	ENSG00000188816	"H6 family homeobox 2"	A2RU54	10	123148136-123150672	"Predicted intracellular proteins, Transcription factors"	"Differentiation, Neurogenesis, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	9	"brain: 1.7;kidney: 1.8"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 5.8;Oocytes: 1.5"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 1.2"	"Region enhanced"	"Detected in some"		"midbrain: 4.7"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Leukemia: 3.3"	"Colon - Colon enteroendocrine cells"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"hypothalamus: 2.4"	"CAB013268, CAB022752"	Approved						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 24: Non-specific - Unknown function"	"Cluster 61: Plasma cells - Immunoglobulins & histones"	2			"CAB013268: , CAB022752: "			"unprognostic (1.36e-1)"	"unprognostic (1.65e-4)"																											
HNF1A	"HNF1, HNF1alpha, LFB1, MODY3, TCF1"	ENSG00000135100	"HNF1 homeobox A"		12	120978543-121002512	"Cancer-related genes, Human disease related genes, Predicted intracellular proteins"			"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"			"Group enriched"	"Detected in some"	9	"intestine: 13.7;kidney: 8.4;liver: 10.9;pancreas: 4.8;stomach 1: 3.7"	"Cell type enhanced"	"Detected in some"		"Distal enterocytes: 8.3;Hepatocytes: 14.3;Intestinal goblet cells: 12.4;Oocytes: 25.7;Paneth cells: 16.0;Proximal enterocytes: 31.1;Proximal tubular cells: 14.3;Undifferentiated cells: 10.3"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"colorectal cancer: 14.9;Gastric cancer: 9.8;liver cancer: 18.1"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Respiratory ciliated cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"CAB010430, HPA035231"	Enhanced		Supported	Nucleoplasm			NA	NA				"Cluster 37: Liver & Intestine - Lipid metabolism"		"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 22: Proximal enterocytes - Digestion"	13	Nucleoplasm		"CAB010430: AB_2116746, HPA035231: AB_2674528"			"unprognostic (2.18e-1)"	"unprognostic (1.93e-1)"	"unprognostic (9.24e-2)"	"unprognostic (3.35e-1)"				"unprognostic (1.89e-1)"	"unprognostic (6.71e-7)"	"unprognostic (1.84e-2)"	"unprognostic (1.65e-2)"	"unprognostic (1.08e-2)"	"unprognostic (6.46e-2)"	"unprognostic (5.43e-2)"						"unprognostic (5.03e-3)"	"unprognostic (8.33e-5)"	"unprognostic (7.26e-2)"	"unprognostic (3.39e-3)"	"unprognostic (4.11e-2)"		"unprognostic (3.94e-2)"	"unprognostic (1.55e-1)"		"unprognostic (8.31e-2)"
NAT8	"ATase2, GLA, Hcml1, TSC501"	ENSG00000144035	"N-acetyltransferase 8 (putative)"	Q9UHE5	2	73640723-73642422	"Enzymes, Metabolic proteins, Predicted membrane proteins"		"Acyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	9	"kidney: 705.1"	"Cell type enriched"	"Detected in some"	19	"Proximal tubular cells: 1866.0"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	6	"Kidney Renal Clear Cell Carcinoma (TCGA): 327.5;Kidney Renal Papillary Cell Carcinoma (TCGA): 239.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	9	"liver cancer: 5.0"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes"									"HPA067855, HPA074519"	Supported		Supported	"Endoplasmic reticulum"			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	26	"Endoplasmic reticulum"		"HPA067855: AB_2732774, HPA074519: AB_2686699"			"unprognostic (3.24e-1)"								"unprognostic (2.53e-7)"	"unprognostic (4.01e-5)"	"unprognostic (9.99e-3)"	"unprognostic (1.56e-1)"	"unprognostic (8.31e-3)"																
SLC13A3	"NADC3, SDCT2"	ENSG00000158296	"Solute carrier family 13 member 3"	Q8WWT9	20	46557823-46684467	"Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Ion transport, Lipid transport, Sodium transport, Symport, Transport"		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	9	"kidney: 392.3"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 51.1;Cytotrophoblasts: 105.3;Excitatory neurons: 62.8;Oligodendrocytes: 165.8;Proximal tubular cells: 183.6;Syncytiotrophoblasts: 70.2"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Prostate glandular cells, Stomach - Chief cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA014333, HPA014353, HPA014736"	Enhanced		Supported	"Plasma membrane"			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	9	"Plasma membrane"		"HPA014333: AB_2732407, HPA014353: AB_1856968, HPA014736: AB_1856970"	"unprognostic (3.25e-1)"	"unprognostic (1.39e-3)"	"unprognostic (2.38e-1)"	"unprognostic (6.64e-2)"	"unprognostic (1.01e-1)"	"unprognostic (1.10e-1)"	"unprognostic (2.84e-1)"	"unprognostic (3.43e-2)"	"unprognostic (5.01e-2)"	"unprognostic (1.02e-1)"	"unprognostic (2.03e-2)"	"unprognostic (3.42e-2)"	"unprognostic (8.59e-2)"	"unprognostic (2.06e-1)"	"unprognostic (7.73e-3)"	"unprognostic (3.41e-2)"	"unprognostic (2.31e-1)"	"unprognostic (7.19e-2)"	"unprognostic (1.59e-1)"	"unprognostic (1.01e-1)"	"unprognostic (3.32e-2)"	"unprognostic (5.30e-3)"	"unprognostic (7.55e-2)"	"unprognostic (5.40e-2)"	"unprognostic (9.89e-2)"	"unprognostic (5.38e-2)"	"unprognostic (1.94e-3)"	"unprognostic (1.01e-1)"	"unprognostic (2.26e-1)"	"unprognostic (1.57e-1)"	"unprognostic (3.77e-1)"
