Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
PRKCQ		ENSG00000065675	"Protein kinase C theta"	Q04759	10	6427143-6580301	"Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins"	"Immunity, Inflammatory response"	"Kinase, Serine/threonine-protein kinase, Transferase"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"lymphoid tissue: 32.2;skeletal muscle: 118.7;tongue: 107.9"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 21.7;NK-cells: 33.6;Oligodendrocyte precursor cells: 23.1;Oligodendrocytes: 70.0;Skeletal myocytes: 34.2;T-cells: 37.6"	"Cell type enhanced"	"Detected in all"		"choroid plexus epithelial cell: 245.3;leukocyte: 413.7"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	9	"gdT-cell: 23.1;MAIT T-cell: 17.9;memory CD4 T-cell: 24.5;memory CD8 T-cell: 24.4;naive CD4 T-cell: 19.1;naive CD8 T-cell: 17.9;NK-cell: 13.3;T-reg: 39.8"	"Group enriched"	"Detected in many"	11	"NK-cells: 13.3;T-cells: 39.8"	"Cancer enriched"	"Detected in many"	6	"Leukemia: 18.2"	"Adipose subcutaneous - T-cells, Adipose visceral - T-cells, Breast - T-cells, Liver - T-cells, Lung - Alveolar cells type 2, Prostate - T-cells, Skeletal muscle - Skeletal myocytes, Skin - T-cells, Spleen - T-cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA065279, HPA073098"			Enhanced	"Centriolar satellite"			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 11: White matter - Signal transduction"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	21	"Centriolar satellite"		"HPA065279: AB_2685453, HPA073098: AB_2686571"	"unprognostic (3.46e-2)"	"unprognostic (8.28e-3)"	"unprognostic (8.48e-4)"	"unprognostic (7.96e-3)"	"unprognostic (1.86e-1)"	"unprognostic (9.58e-2)"	"unprognostic (1.82e-1)"	"unprognostic (1.06e-3)"	"unprognostic (2.09e-1)"	"unprognostic (5.04e-2)"	"unprognostic (9.46e-4)"	"unprognostic (5.68e-2)"	"unprognostic (5.25e-2)"			"unprognostic (2.92e-2)"	"unprognostic (3.66e-2)"	"unprognostic (7.93e-2)"	"unprognostic (8.73e-3)"	"unprognostic (2.25e-1)"	"unprognostic (1.54e-1)"	"unprognostic (9.12e-2)"	"unprognostic (3.89e-2)"		"unprognostic (8.72e-2)"	"unprognostic (2.43e-3)"		"unprognostic (5.37e-2)"	"unprognostic (6.41e-2)"	"unprognostic (8.52e-4)"	"unprognostic (2.52e-2)"
PRSS56		ENSG00000237412	"Serine protease 56"	P0CW18	2	232520388-232525716	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"		"Hydrolase, Protease, Serine protease"	"Disease variant, Microphthalmia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"retina: 5.1;skeletal muscle: 9.3"	"Group enriched"	"Detected in some"	10	"Early spermatids: 11.6;Late spermatids: 15.7;Muller glia cells: 41.9;Skeletal myocytes: 13.7"	"Cell type enhanced"	"Detected in some"		"lower rhombic lip: 8.7;midbrain-derived inhibitory: 5.1;splatter: 4.2"	"Group enriched"	"Detected in some"	5	"Bladder Urothelial Carcinoma (TCGA): 15.5;Colon Adenocarcinoma (TCGA): 4.8"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"breast cancer: 7.1;head and neck cancer: 15.7"	"Testis - Late spermatids"	"Group enriched"	"Detected in some"	10	"basal ganglia: 1.9;olfactory bulb: 4.2"	"Region enhanced"	"Detected in many"		"olfactory bulb: 18.6"								NA	NA				"Cluster 3: Non-specific - Unknown function"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 65: Non-specific - Unknown function"	"Cluster 10: Muller glia cells - Visual perception"					"unprognostic (8.75e-2)"			"unprognostic (2.97e-1)"	"unprognostic (4.22e-1)"	"unprognostic (5.48e-2)"																			"unprognostic (2.41e-2)"	"unprognostic (1.40e-1)"	"unprognostic (4.52e-1)"				"unprognostic (5.85e-1)"
RBM24	"dJ259A10.1, FLJ30829, RNPC6"	ENSG00000112183	"RNA binding motif protein 24"	Q9BX46	6	17281361-17293871	"Predicted intracellular proteins"	"Differentiation, mRNA processing, mRNA splicing, Translation regulation"	RNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"heart muscle: 137.0;skeletal muscle: 301.8;tongue: 101.6"	"Group enriched"	"Detected in many"	9	"Cardiomyocytes: 235.1;Skeletal myocytes: 249.8"	"Cell type enhanced"	"Detected in many"		"vascular associated smooth muscle cell: 111.7"	"Cancer enhanced"	"Detected in many"		"Testicular Germ Cell Tumor (TCGA): 11.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Adrenal gland - Smooth muscle cells, Prostate - Smooth muscle cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA066927, HPA067231"	Enhanced		Enhanced	Nucleoplasm,Cytosol			NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 33: Neurons - Mixed function"	"Cluster 11: Neuronal - Sensory perception"	"Cluster 68: Cardiomyocytes - Muscle contraction"	4	Nucleoplasm	Cytosol	"HPA066927: AB_2685750, HPA067231: AB_2685808"	"unprognostic (1.71e-1)"	"unprognostic (1.18e-2)"	"unprognostic (2.24e-1)"			"unprognostic (1.11e-1)"	"unprognostic (1.04e-1)"		"unprognostic (3.90e-4)"		"unprognostic (8.22e-4)"	"unprognostic (2.61e-2)"	"unprognostic (8.32e-2)"	"unprognostic (3.52e-2)"	"unprognostic (1.49e-4)"					"unprognostic (6.55e-2)"	"unprognostic (3.99e-1)"			"unprognostic (1.17e-1)"		"unprognostic (1.83e-1)"		"unprognostic (7.88e-3)"	"unprognostic (1.65e-2)"		"unprognostic (6.99e-2)"
SH3BGR	21-GARP	ENSG00000185437	"SH3 domain binding glutamate rich protein"	P55822	21	39445855-39515506	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	6	"skeletal muscle: 1223.9;tongue: 589.9"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 14.6;Cardiomyocytes: 11.2;Distal tubular cells: 6.1;Excitatory neurons: 6.2;Inhibitory neurons: 6.2;Microglial cells: 5.4;Oligodendrocytes: 13.6;Schwann cells: 8.5"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Glioblastoma Multiforme (TCGA): 45.8"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"plasmacytoid DC: 3.8"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Breast - Breast myoepithelial cells, Lung - Smooth muscle cells, Prostate - Smooth muscle cells, Testis - Early spermatids, Testis - Late spermatids"	"Group enriched"	"Detected in all"	5	"cerebellum: 30.5;midbrain: 12.2;olfactory bulb: 9.9;pons and medulla: 31.9"	"Low region specificity"	"Detected in all"			CAB003685	Enhanced		Approved	"Plasma membrane,Cytosol"			NA	NA			"Cluster 30: Non-specific - DNA binding"	"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 32: Smooth muscle cells - Muscle contraction"	1	"Plasma membrane, Cytosol"		"CAB003685: AB_425682"	"unprognostic (1.01e-2)"	"unprognostic (8.66e-3)"	"unprognostic (7.67e-2)"	"unprognostic (3.33e-1)"	"unprognostic (1.41e-1)"	"unprognostic (1.61e-1)"	"unprognostic (3.87e-2)"	"unprognostic (4.41e-4)"	"unprognostic (2.38e-3)"	"unprognostic (1.04e-2)"	"unprognostic (6.98e-2)"	"unprognostic (1.54e-1)"	"unprognostic (3.38e-2)"	"unprognostic (6.33e-2)"	"unprognostic (1.24e-1)"	"unprognostic (2.24e-1)"	"unprognostic (2.51e-1)"	"unprognostic (1.95e-1)"	"unprognostic (1.04e-1)"	"unprognostic (9.16e-2)"	"unprognostic (2.95e-1)"	"unprognostic (5.95e-2)"	"unprognostic (4.46e-3)"	"unprognostic (2.59e-1)"	"unprognostic (8.22e-2)"	"unprognostic (6.43e-2)"	"unprognostic (6.13e-2)"	"unprognostic (7.90e-3)"	"unprognostic (1.79e-1)"	"unprognostic (1.56e-2)"	"unprognostic (3.81e-2)"
SLN	"MGC12301, MGC125854, MGC125855"	ENSG00000170290	Sarcolipin	O00631	11	107707378-107719693	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"skeletal muscle: 7908.9;tongue: 3263.7"	"Group enriched"	"Detected in some"	4	"Cardiomyocytes: 910.6;Skeletal myocytes: 2553.7"	"Cell type enriched"	"Detected in some"	6	"cerebellar inhibitory: 25.4"	"Group enriched"	"Detected in some"	6	"Glioblastoma Multiforme (TCGA): 44.3;Head and Neck Squamous Cell Carcinoma (TCGA): 42.7"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	35	"Rhabdoid: 202.2"	"Adrenal gland - Smooth muscle cells, Skin - Inner root sheath cells"									CAB011628			Approved	Microtubules			NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 2: Skeletal myocytes - Muscle contraction"	6	Microtubules		"CAB011628: AB_2195046"	"unprognostic (2.28e-1)"		"unprognostic (1.74e-2)"				"unprognostic (8.98e-3)"	"unprognostic (3.48e-1)"	"unprognostic (4.95e-3)"		"unprognostic (6.38e-7)"	"unprognostic (2.27e-3)"					"unprognostic (2.52e-1)"		"unprognostic (4.02e-2)"					"unprognostic (2.23e-1)"					"unprognostic (2.74e-1)"		
TRIM55	"MURF-2, RNF29"	ENSG00000147573	"Tripartite motif containing 55"	Q9BYV6	8	66126896-66175485	"Predicted intracellular proteins, Predicted membrane proteins"		"Muscle protein, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"heart muscle: 59.6;liver: 36.8;skeletal muscle: 28.5;tongue: 32.3"	"Group enriched"	"Detected in some"	4	"Cardiomyocytes: 160.0;Skeletal myocytes: 142.5"	"Group enriched"	"Detected in some"	4	"ependymal cell: 9.8;upper rhombic lip: 11.8"	"Group enriched"	"Detected in some"	10	"Kidney Renal Clear Cell Carcinoma (TCGA): 10.3;Kidney Renal Papillary Cell Carcinoma (TCGA): 5.4;Liver Hepatocellular Carcinoma (TCGA): 13.6"	"Region enhanced"	"Detected in some"		"cerebellum: 3.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	5	"Kidney cancer: 39.2;Rhabdoid: 58.1;testis cancer: 83.9"	"Lung - Respiratory ciliated cells, Pituitary gland - Gonadotropes, Skin - Sebaceous gland cells, Spleen - Plasma cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"pons: 1.1"	"HPA038793, HPA053691"	Approved		Approved	"Golgi apparatus,Cytosol"			NA	NA				"Cluster 23: Non-specific - Cellular respiration"	"Cluster 2: Neurons - Nucleosome"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 68: Cardiomyocytes - Muscle contraction"	17	"Golgi apparatus"	Cytosol	"HPA038793: AB_10673289, HPA053691: AB_2682231"			"unprognostic (4.15e-2)"							"unprognostic (1.01e-1)"	"unprognostic (4.51e-6)"	"unprognostic (2.83e-2)"	"unprognostic (9.68e-5)"	"unprognostic (1.81e-3)"	"unprognostic (7.25e-2)"																
UBE2QL1	FLJ25076	ENSG00000215218	"Ubiquitin conjugating enzyme E2 Q family like 1"	A1L167	5	6448859-6496723	"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Ubl conjugation pathway"	Transferase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"brain: 40.3;heart muscle: 16.2;retina: 27.5;skeletal muscle: 52.5;tongue: 13.4"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 29.8;Cardiomyocytes: 29.5;Cone photoreceptor cells: 27.2;Excitatory neurons: 46.2;Granulosa cells: 36.7;Horizontal cells: 26.4;Inhibitory neurons: 33.8;Rod photoreceptor cells: 57.0"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Kidney Chromophobe (TCGA): 17.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Myeloma: 15.8;Neuroblastoma: 6.0"	"Heart muscle - Cardiomyocytes, Kidney - Intercalated cells, Pancreas - Alpha cells, Skin - Sebaceous gland cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA057414			Supported	"Nucleoplasm,Plasma membrane"			NA	NA				"Cluster 79: Non-specific - Transcription"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 20: Myeloma - Immune response"	"Cluster 66: Photoreceptor cells - Visual perception"		Nucleoplasm	"Plasma membrane"	"HPA057414: "		"unprognostic (6.04e-3)"	"unprognostic (1.31e-3)"				"unprognostic (3.26e-2)"	"unprognostic (1.55e-3)"		"unprognostic (5.54e-4)"	"unprognostic (1.69e-5)"											"unprognostic (9.77e-3)"		"unprognostic (7.58e-2)"						"unprognostic (1.41e-2)"	
USP6	"HRP1, Tre-2, TRE17, Tre2, TRESMCR"	ENSG00000129204	"Ubiquitin specific peptidase 6"	P35125	17	5116032-5175034	"Cancer-related genes, Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Ubl conjugation pathway"	"Calmodulin-binding, Hydrolase, Protease, Thiol protease"	"Cancer-related genes, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"skeletal muscle: 19.6;testis: 13.0"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 21.2;Late spermatids: 14.5;Skeletal myocytes: 20.5;Spermatocytes: 19.8"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 14.6;ependymal cell: 8.2"	"Cancer enriched"	"Detected in single"	7	"Testicular Germ Cell Tumor (TCGA): 2.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Respiratory ciliated cells, Testis - Spermatocytes"									HPA046969			Supported	Vesicles			NA	NA				"Cluster 72: Testis & Skeletal muscle - Protein ubiquitination"	"Cluster 50: Non-specific - Nucleic acid binding"	"Cluster 1: Neuronal - Visual perception"	"Cluster 79: Spermatocytes & Spermatogonia - Spermatogenesis"	6	Vesicles		"HPA046969: "			"unprognostic (3.36e-1)"																										"unprognostic (1.08e-1)"		
XIRP1	"CMYA1, DKFZp451D042, Xin"	ENSG00000168334	"Xin actin binding repeat containing 1"	Q702N8	3	39183210-39192596	"Predicted intracellular proteins"		Actin-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"heart muscle: 659.7;skeletal muscle: 370.0"	"Group enriched"	"Detected in some"	108	"Cardiomyocytes: 673.2;Skeletal myocytes: 519.1"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Head and Neck Squamous Cell Carcinoma (TCGA): 3.5"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"							"HPA016750, HPA018458, CAB026391"	Enhanced		Approved	"Nucleoplasm,Actin filaments"			NA	NA				"Cluster 12: Heart muscle - Cardiac muscle contraction"	"Cluster 25: Non-specific - Transcription"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 68: Cardiomyocytes - Muscle contraction"	8	"Actin filaments"	Nucleoplasm	"CAB026391: , HPA016750: AB_1858884, HPA018458: AB_1858885"			"unprognostic (1.94e-1)"						"unprognostic (1.95e-2)"													"unprognostic (2.78e-2)"		"unprognostic (2.72e-1)"							
AGL	GDE	ENSG00000162688	"Amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"	P35573	1	99850361-99924023	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins"	"Glycogen biosynthesis"	"Glycosidase, Glycosyltransferase, Hydrolase, Multifunctional enzyme, Transferase"	"Disease variant, Glycogen storage disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	5	"skeletal muscle: 248.4;tongue: 203.8"	"Cell type enhanced"	"Detected in all"		"Cardiomyocytes: 147.9;Muller glia cells: 138.3;Skeletal myocytes: 274.2"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Cancer enriched"	"Detected in all"	6	"Gallbladder cancer: 80.4"	"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA028498, HPA054340"	Approved		Supported	"Nucleoplasm,Nuclear bodies,Cytosol"			NA	NA		300000	"Cluster 15: NK-cells - Unknown function"	"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 25: Non-specific - Transcription"	"Cluster 1: Neuronal - Visual perception"	"Cluster 2: Skeletal myocytes - Muscle contraction"	2	Nucleoplasm	"Nuclear bodies, Cytosol"	"HPA028498: AB_10600975, HPA054340: AB_2682455"	"unprognostic (4.70e-1)"	"unprognostic (8.72e-2)"	"unprognostic (2.70e-3)"	"unprognostic (3.94e-1)"	"unprognostic (2.30e-4)"	"unprognostic (1.16e-1)"	"unprognostic (1.71e-2)"	"unprognostic (1.80e-1)"	"unprognostic (1.63e-1)"	"unprognostic (4.51e-2)"	"unprognostic (1.78e-7)"	"unprognostic (1.16e-3)"	"unprognostic (5.51e-4)"	"unprognostic (1.33e-1)"	"unprognostic (2.63e-2)"	"unprognostic (3.93e-2)"	"unprognostic (8.23e-3)"	"unprognostic (2.11e-3)"	"unprognostic (1.63e-2)"	"unprognostic (2.14e-1)"	"unprognostic (2.75e-1)"	"unprognostic (1.64e-2)"	"unprognostic (2.14e-2)"	"unprognostic (7.44e-2)"	"unprognostic (1.84e-2)"	"unprognostic (4.27e-1)"	"unprognostic (1.71e-2)"	"unprognostic (6.73e-2)"	"unprognostic (4.10e-1)"	"unprognostic (4.76e-2)"	"unprognostic (2.13e-3)"
AKAP6	"ADAP6, AKAP100, KIAA0311, mAKAP, PRKA6"	ENSG00000151320	"A-kinase anchoring protein 6"	Q13023	14	32329298-32837684	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"brain: 28.4;heart muscle: 52.7;retina: 13.2;skeletal muscle: 45.8;tongue: 48.8"	"Group enriched"	"Detected in many"	5	"Excitatory neurons: 581.4;Inhibitory neurons: 635.2;Oligodendrocyte precursor cells: 387.2;Oligodendrocytes: 1082.0"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	6	"naive B-cell: 3.4"	"Lineage enriched"	"Detected in single"	6	"B-cells: 3.4"	"Cancer enhanced"	"Detected in many"		"Rhabdoid: 12.8"	"Adipose subcutaneous - Smooth muscle cells, Liver - Hepatocytes, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB001983, HPA048741"	Enhanced						NA	NA			"Cluster 34: B-cells - Unknown function"	"Cluster 12: Heart muscle - Cardiac muscle contraction"	"Cluster 26: Oligodendrocytes - Mixed function"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 51: Oligodendrocytes - Unknown function"	5			"CAB001983: , HPA048741: AB_2680506"	"unprognostic (4.37e-2)"		"unprognostic (2.97e-1)"			"unprognostic (1.96e-1)"	"unprognostic (2.72e-1)"	"unprognostic (9.73e-6)"	"unprognostic (6.66e-2)"	"unprognostic (6.80e-3)"	"unprognostic (4.66e-9)"	"unprognostic (5.99e-4)"	"unprognostic (1.30e-3)"			"unprognostic (3.44e-2)"	"unprognostic (1.24e-2)"	"unprognostic (1.18e-1)"	"unprognostic (2.30e-1)"				"unprognostic (2.02e-2)"			"unprognostic (1.51e-2)"	"unprognostic (1.79e-2)"	"unprognostic (9.13e-2)"	"unprognostic (8.61e-2)"	"unprognostic (1.30e-3)"	"unprognostic (8.54e-2)"
ARX	"CT121, EIEE1, ISSX, MRX29, MRX32, MRX33, MRX36, MRX38, MRX43, MRX54, MRX76, MRX87, MRXS1, PRTS"	ENSG00000004848	"Aristaless related homeobox"	Q96QS3	X	25003694-25016420	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Differentiation, Neurogenesis, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	"Disease variant, Epilepsy, Intellectual disability, Lissencephaly"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"ovary: 80.0;skeletal muscle: 25.8"	"Cell type enhanced"	"Detected in some"		"Enteroendocrine cells: 47.3;Inhibitory neurons: 51.0;Leydig cells: 134.0;Ovarian stromal cells: 76.1;Peritubular cells: 66.1"	"Cell type enhanced"	"Detected in some"		"CGE interneuron: 50.4;LAMP5-LHX6 and Chandelier: 91.1;MGE interneuron: 113.7"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	6	"Bone cancer: 15.5"	"Lung - Respiratory ciliated cells, Pancreas - Alpha cells, Stomach - Gastric enteroendocrine cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"										NA	NA				"Cluster 79: Non-specific - Transcription"	"Cluster 53: Neurons - Mixed function"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 6: Ovarian stromal cells - Transcription"	7						"unprognostic (1.42e-1)"			"unprognostic (1.29e-1)"	"unprognostic (1.14e-1)"									"unprognostic (1.11e-1)"	"unprognostic (2.55e-1)"			"unprognostic (3.95e-1)"		"unprognostic (2.28e-3)"		"unprognostic (1.28e-1)"		"unprognostic (9.63e-3)"		"unprognostic (2.38e-1)"	"unprognostic (1.68e-1)"	"unprognostic (5.43e-2)"	"unprognostic (1.74e-3)"
