Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
DAPK2	"DRP-1, MGC119312"	ENSG00000035664	"Death associated protein kinase 2"	Q9UIK4	15	63907036-64072033	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"	Apoptosis	"Calmodulin-binding, Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 48.4;thyroid gland: 40.7"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 91.4;Late spermatids: 111.3;Oligodendrocytes: 92.9;Proximal enterocytes: 53.4"	"Cell type enhanced"	"Detected in many"		"fibroblast: 68.0;oligodendrocyte: 179.9"	"Cancer enriched"	"Detected in all"	14	"Thyroid Carcinoma (TCGA): 126.5"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	15	"basophil: 64.8;eosinophil: 138.6;neutrophil: 39.2"	"Lineage enriched"	"Detected in many"	26	"granulocytes: 138.6"	"Low cancer specificity"	"Detected in many"			"Lung - Alveolar cells type 1"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA071581			Supported	"Golgi apparatus,Vesicles"			NA	NA			"Cluster 36: Eosinophils - Protein ubiquitination"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 11: White matter - Signal transduction"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 63: Late spermatids - Spermatogenesis"	1	"Golgi apparatus, Vesicles"		"HPA071581: AB_2686421"	"unprognostic (1.05e-1)"	"unprognostic (2.14e-1)"	"unprognostic (1.95e-1)"	"unprognostic (2.38e-2)"	"unprognostic (5.03e-2)"	"unprognostic (2.85e-1)"	"unprognostic (4.20e-3)"		"unprognostic (4.60e-3)"	"unprognostic (8.06e-2)"	"unprognostic (9.17e-3)"	"unprognostic (2.14e-1)"	"unprognostic (4.39e-3)"	"unprognostic (3.15e-1)"	"unprognostic (2.87e-2)"	"unprognostic (1.07e-6)"	"unprognostic (2.47e-1)"	"unprognostic (3.43e-1)"	"unprognostic (1.19e-1)"	"unprognostic (1.45e-1)"	"unprognostic (1.79e-1)"	"unprognostic (1.35e-1)"	"unprognostic (5.36e-1)"	"unprognostic (1.52e-1)"	"unprognostic (2.88e-2)"	"unprognostic (1.42e-1)"	"unprognostic (3.72e-1)"	"unprognostic (8.51e-2)"	"unprognostic (1.74e-1)"	"unprognostic (2.57e-2)"	"unprognostic (8.98e-3)"
DGKI	DGK-IOTA	ENSG00000157680	"Diacylglycerol kinase iota"	O75912	7	137381037-137847092	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Lipid metabolism"	"Kinase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"choroid plexus: 11.9;retina: 6.6;thyroid gland: 15.4"	"Group enriched"	"Detected in some"	5	"Excitatory neurons: 585.6;Inhibitory neurons: 397.3;Oligodendrocyte precursor cells: 308.9"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in some"	4	"Kidney Chromophobe (TCGA): 8.0;Thyroid Carcinoma (TCGA): 2.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"thyroid cancer: 9.5"	"Minor Salivary Gland - Minor salivary gland ductal cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 33: Neurons - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 34: Neurons - Neuronal signaling"	1						"unprognostic (1.39e-1)"				"unprognostic (2.73e-1)"	"unprognostic (1.49e-4)"		"unprognostic (1.47e-1)"		"unprognostic (3.60e-2)"											"unprognostic (3.57e-1)"							"unprognostic (6.56e-3)"	
DIO2	"SELENOY, SelY, TXDI2"	ENSG00000211448	"Iodothyronine deiodinase 2"	Q92813	14	80197526-80387757	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Thyroid hormones biosynthesis"	Oxidoreductase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"cervix: 158.0;thyroid gland: 345.3"	"Cell type enhanced"	"Detected in many"		"Breast glandular cells: 95.7;Endometrial stromal cells: 141.7;Extravillous trophoblasts: 586.4;Muller glia cells: 191.4"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"Thyroid Carcinoma (TCGA): 70.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Bladder cancer: 95.8;Brain cancer: 82.1"	"Adipose subcutaneous - Adipose progenitor cells, Heart muscle - Fibroblasts, Pituitary gland - Thyrotropes, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA048002			Approved	"Nucleoplasm,Vesicles,Plasma membrane"			NA	NA				"Cluster 51: Thyroid gland - Unknown function"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 4: Extravillous trophoblasts - Unknown function"	4	"Nucleoplasm, Vesicles"	"Plasma membrane"	"HPA048002: AB_2680230"	"unprognostic (1.14e-3)"	"unprognostic (2.30e-1)"	"unprognostic (8.35e-2)"	"unprognostic (1.76e-1)"	"unprognostic (1.03e-1)"	"unprognostic (8.98e-2)"	"unprognostic (2.73e-1)"	"unprognostic (3.69e-4)"	"unprognostic (1.37e-1)"	"unprognostic (1.07e-1)"	"unprognostic (6.69e-2)"	"unprognostic (1.70e-1)"				"unprognostic (3.57e-2)"	"unprognostic (3.06e-1)"	"unprognostic (2.22e-2)"	"unprognostic (1.44e-1)"	"unprognostic (4.30e-2)"	"unprognostic (1.31e-2)"	"unprognostic (5.61e-2)"	"unprognostic (7.86e-2)"	"unprognostic (3.09e-1)"	"unprognostic (1.44e-1)"	"unprognostic (4.35e-2)"	"unprognostic (2.29e-1)"	"unprognostic (5.13e-2)"	"unprognostic (1.46e-1)"	"unprognostic (2.37e-2)"	"unprognostic (2.32e-1)"
DOCK3	"KIAA0299, MOCA, PBP"	ENSG00000088538	"Dedicator of cytokinesis 3"	Q8IZD9	3	50674927-51384198	"Disease related genes, Human disease related genes, Predicted intracellular proteins"		"Guanine-nucleotide releasing factor"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 23.4;thyroid gland: 11.8"	"Group enriched"	"Detected in some"	11	"Astrocytes: 212.1;Excitatory neurons: 750.9;Inhibitory neurons: 802.0;Oligodendrocyte precursor cells: 417.9;Oligodendrocytes: 758.2"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in some"	4	"Glioblastoma Multiforme (TCGA): 3.3;Thyroid Carcinoma (TCGA): 8.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Prostate - Smooth muscle cells, Spleen - B-cells (Spleen)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA037543, HPA037544"	Enhanced	Supported	Enhanced	Cytosol			NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 53: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 65: Neurons - Synaptic function"	8	Cytosol		"HPA037543: AB_10672495, HPA037544: AB_10670383"	"unprognostic (2.04e-1)"		"unprognostic (1.48e-1)"				"unprognostic (2.89e-1)"	"unprognostic (3.81e-3)"		"unprognostic (7.85e-2)"																			"unprognostic (1.28e-1)"	"unprognostic (2.96e-2)"	
DUOX2	"LNOX2, P138-TOX, P138(TOX), THOX2"	ENSG00000140279	"Dual oxidase 2"	Q9NRD8	15	45092650-45114172	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Hydrogen peroxide, Thyroid hormones biosynthesis"	"Oxidoreductase, Peroxidase"	"Congenital hypothyroidism, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"gallbladder: 280.6;thyroid gland: 73.4;urinary bladder: 89.6"	"Group enriched"	"Detected in many"	4	"Ductal cells: 271.7;Exocrine glandular cells: 350.5;Gastric mucus-secreting cells: 90.8"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Thyroid Carcinoma (TCGA): 111.5"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"cervical cancer: 1.9;Esophageal cancer: 2.2;head and neck cancer: 3.4"	"Minor Salivary Gland - Minor salivary gland basal cells, Prostate - Urothelial cells, Stomach - Gastric mucous cells, Thyroid gland - Thyroid glandular cells"	"Region enhanced"	"Detected in single"		"basal ganglia: 1.2"	"Not detected"	"Not detected"										NA	NA				"Cluster 62: Connective tissue - ECM organization"	"Cluster 11: White matter - Signal transduction"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 45: Non-specific - Mixed function"	1				"unprognostic (1.63e-1)"		"unprognostic (1.61e-1)"	"unprognostic (1.75e-1)"	"unprognostic (1.96e-1)"	"unprognostic (1.12e-2)"			"unprognostic (2.90e-2)"					"unprognostic (6.01e-2)"	"unprognostic (2.62e-3)"	"unprognostic (1.73e-1)"		"unprognostic (2.40e-2)"	"unprognostic (1.22e-1)"			"unprognostic (1.91e-2)"	"unprognostic (3.07e-1)"		"unprognostic (9.01e-2)"	"unprognostic (2.62e-3)"		"unprognostic (1.56e-1)"		"unprognostic (4.23e-2)"	
DUOXA1	"FLJ32334, mol, NIP, NUMBIP"	ENSG00000140254	"Dual oxidase maturation factor 1"	Q1HG43	15	45117366-45129938	"Predicted intracellular proteins, Predicted membrane proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 183.7;thyroid gland: 107.8"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 141.3;Alveolar cells type 2: 146.3;Glandular and luminal cells: 41.0;Squamous epithelial cells: 61.0;Suprabasal keratinocytes: 74.8"	"Cell type enhanced"	"Detected in some"		"hippocampal dentate gyrus: 3.1"	"Cancer enhanced"	"Detected in many"		"Thyroid Carcinoma (TCGA): 86.5"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"Bladder cancer: 8.0;cervical cancer: 9.9;Esophageal cancer: 9.7;head and neck cancer: 21.2"	"Colon - Enteric glia cells, Heart muscle - Fibroblasts, Minor Salivary Gland - Minor salivary gland basal cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			HPA041578	Approved						NA	NA				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 11: White matter - Signal transduction"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 72: Alveolar cells - Lung function"	1			"HPA041578: AB_10795691"	"unprognostic (1.49e-1)"	"unprognostic (1.46e-1)"	"unprognostic (2.62e-1)"	"unprognostic (5.41e-2)"		"unprognostic (7.91e-2)"			"unprognostic (6.33e-3)"						"unprognostic (2.98e-3)"	"unprognostic (1.19e-2)"	"unprognostic (1.89e-1)"	"unprognostic (7.42e-2)"	"unprognostic (1.18e-3)"	"unprognostic (9.26e-2)"		"unprognostic (1.30e-1)"	"unprognostic (3.93e-3)"	"unprognostic (4.40e-2)"	"unprognostic (2.13e-1)"	"unprognostic (5.63e-2)"	"unprognostic (5.60e-2)"	"unprognostic (2.50e-2)"	"unprognostic (3.98e-2)"	"unprognostic (9.46e-2)"	"unprognostic (7.23e-2)"
EGR2	KROX20	ENSG00000122877	"Early growth response 2"	P11161	10	62811996-62819167	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation, Ubl conjugation pathway"	"Activator, DNA-binding, Transferase"	"Charcot-Marie-Tooth disease, Dejerine-Sottas syndrome, Disease variant, Neurodegeneration, Neuropathy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"epididymis: 58.2;thyroid gland: 118.4"	"Cell type enhanced"	"Detected in many"		"Breast myoepithelial cells: 54.4;Enteroendocrine cells: 55.7;Macrophages: 61.0"	"Cell type enhanced"	"Detected in some"		"central nervous system macrophage: 3.7"	"Cancer enhanced"	"Detected in many"		"Thyroid Carcinoma (TCGA): 29.5"	"Group enriched"	"Detected in all"	5	"cerebral cortex: 18.8;hippocampal formation: 11.4"	"Group enriched"	"Detected in some"	5	"intermediate monocyte: 2.3;non-classical monocyte: 2.2"	"Lineage enriched"	"Detected in single"	5	"monocytes: 2.3"	"Cancer enhanced"	"Detected in many"		"lymphoma: 11.2"	"Heart muscle - Fibroblasts, Skeletal muscle - Fibroblasts"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA031165			Supported	Nucleoplasm			NA	NA			"Cluster 40: Monocytes - Innate immune response"	"Cluster 51: Thyroid gland - Unknown function"	"Cluster 29: Forebrain - Mixed function"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 58: Macrophages - Innate immune response"	3	Nucleoplasm		"HPA031165: AB_2673768"	"unprognostic (4.15e-1)"	"unprognostic (1.39e-3)"	"unprognostic (4.89e-2)"	"unprognostic (5.80e-2)"	"unprognostic (4.51e-2)"	"unprognostic (1.13e-2)"	"unprognostic (1.84e-1)"	"unprognostic (8.89e-3)"	"unprognostic (1.97e-1)"	"unprognostic (2.81e-1)"	"unprognostic (1.22e-1)"	"unprognostic (9.98e-2)"	"unprognostic (7.81e-2)"		"unprognostic (3.54e-4)"	"unprognostic (1.98e-2)"	"unprognostic (5.23e-2)"	"unprognostic (2.51e-2)"	"unprognostic (3.09e-1)"	"unprognostic (6.96e-3)"	"unprognostic (1.67e-1)"	"unprognostic (6.34e-2)"	"unprognostic (2.12e-1)"	"unprognostic (1.80e-1)"	"unprognostic (1.03e-1)"	"unprognostic (6.65e-3)"	"unprognostic (2.27e-1)"	"unprognostic (1.81e-1)"	"unprognostic (1.60e-2)"	"unprognostic (1.11e-1)"	"unprognostic (3.40e-2)"
ENSG00000206549		ENSG00000206549	"Novel protein identical to PRSS50"		3	46712115-46812574	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Tissue enhanced"	"Detected in many"		"pituitary gland: 4.5;skeletal muscle: 4.7;thyroid gland: 5.8"	"Cell type enhanced"	"Detected in single"		"Spermatocytes: 1.8"					"Cancer enhanced"	"Detected in single"		"Thyroid Carcinoma (TCGA): 1.2"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												HPA040768	Supported						NA	NA				"Cluster 74: Spermatids - Flagellum assembly"	"Cluster 44: Non-specific - Mixed function"	"Cluster 4: Non-specific - Transcription"	"Cluster 79: Spermatocytes & Spermatogonia - Spermatogenesis"				"HPA040768: AB_2677126"																					"unprognostic (1.31e-2)"									"unprognostic (1.72e-1)"	
ENSG00000284762		ENSG00000284762	"Phosphodiesterase 8B"		5	77086732-77427124	"Human disease related genes, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Tissue enhanced"	"Detected in many"		"thyroid gland: 12.2"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 61.6;Excitatory neurons: 176.7;Inhibitory neurons: 264.2;Oligodendrocyte precursor cells: 178.8;Oligodendrocytes: 42.4"					"Cancer enhanced"	"Detected in some"		"Glioblastoma Multiforme (TCGA): 1.7;Thyroid Carcinoma (TCGA): 2.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"												HPA036912	Supported						NA	NA					"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 65: Neurons - Synaptic function"				"HPA036912: AB_10670377"							"unprognostic (2.21e-1)"																							"unprognostic (6.12e-2)"	
ENTREP1	"C9orf61, ENTREP, FAM189A2, X123"	ENSG00000135063	"Endosomal transmembrane epsin interactor 1"	Q15884	9	69324567-69392558	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 47.2;thyroid gland: 56.4"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 243.1;Lymphatic endothelial cells: 70.7;Skeletal myocytes: 163.9"	"Cell type enriched"	"Detected in many"	4	"astrocyte: 743.8"	"Cancer enhanced"	"Detected in many"		"Thyroid Carcinoma (TCGA): 27.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Lung - Alveolar cells type 1, Skin - Eccrine sweat gland cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA029411, HPA057207"	Approved						NA	NA				"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 44: Non-specific - Mixed function"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 47: Astrocytes - Unknown function"	21			"HPA029411: AB_10602338, HPA057207: AB_2683369"		"unprognostic (6.10e-2)"	"unprognostic (1.77e-3)"	"unprognostic (5.16e-2)"			"unprognostic (7.44e-2)"	"unprognostic (1.30e-1)"	"unprognostic (3.13e-2)"	"unprognostic (7.66e-2)"	"unprognostic (2.99e-6)"					"unprognostic (2.73e-5)"	"unprognostic (3.33e-2)"	"unprognostic (1.19e-1)"	"unprognostic (2.52e-2)"	"unprognostic (1.38e-2)"	"unprognostic (6.54e-3)"	"unprognostic (2.40e-1)"	"unprognostic (2.82e-6)"	"unprognostic (7.49e-2)"			"unprognostic (1.68e-2)"	"unprognostic (4.05e-1)"		"unprognostic (5.92e-2)"	"unprognostic (1.63e-1)"
ERFE	"C1QTNF15, CTRP15, FAM132B, FLJ37034"	ENSG00000178752	Erythroferrone	Q4G0M1	2	238158970-238168900	"Predicted intracellular proteins, Predicted secreted proteins"		Hormone		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"kidney: 11.4;skeletal muscle: 14.4;testis: 12.4;thyroid gland: 24.1"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 55.8;Erythroid cells: 22.5;Late spermatids: 17.4;Oocytes: 11.0;Skeletal myocytes: 8.8;Spermatocytes: 21.0"	"Cell type enhanced"	"Detected in some"		"deep-layer near-projecting: 6.8;miscellaneous: 2.9;upper rhombic lip: 3.5"	"Cancer enhanced"	"Detected in many"		"Kidney Renal Papillary Cell Carcinoma (TCGA): 25.5;Thyroid Carcinoma (TCGA): 40.5"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Uterine cancer: 25.9"	"Spleen - Erythrocytes, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"								"Secreted to blood"	Hormone	NA	NA	277000			"Cluster 78: Testis - Transcription"	"Cluster 15: Non-specific - Transcription"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 70: Spermatocytes & Spermatids - Spermatid development"	12				"unprognostic (7.36e-3)"			"unprognostic (1.61e-1)"	"unprognostic (2.78e-3)"	"unprognostic (4.94e-3)"	"unprognostic (3.16e-2)"		"unprognostic (2.55e-4)"		"unprognostic (2.27e-5)"	"unprognostic (7.74e-5)"	"unprognostic (1.06e-5)"	"unprognostic (1.20e-3)"		"unprognostic (4.12e-4)"	"unprognostic (1.39e-1)"	"unprognostic (1.28e-3)"	"unprognostic (3.03e-3)"	"unprognostic (7.39e-2)"	"unprognostic (2.38e-2)"	"unprognostic (2.38e-3)"			"unprognostic (1.42e-1)"	"unprognostic (2.97e-2)"	"unprognostic (3.44e-1)"	"unprognostic (4.38e-2)"	"unprognostic (5.60e-2)"	"unprognostic (2.90e-2)"	"unprognostic (1.52e-2)"
ESM1		ENSG00000164283	"Endothelial cell specific molecule 1"	Q9NQ30	5	54977867-55022671	"Predicted secreted proteins"	Angiogenesis			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 19.2;thyroid gland: 16.8"	"Cell type enhanced"	"Detected in some"		"Ductal cells: 18.2;Endothelial cells: 81.9;Mucus glandular cells: 21.5;Pancreatic endocrine cells: 17.0"	"Group enriched"	"Detected in some"	7	"endothelial cell: 3.2;ependymal cell: 7.0;fibroblast: 6.8;leukocyte: 3.0"	"Cancer enriched"	"Detected in all"	7	"Kidney Renal Clear Cell Carcinoma (TCGA): 176.6"	"Low region specificity"	"Detected in many"			"Immune cell enhanced"	"Detected in single"		"NK-cell: 1.4"	"Low lineage specificity"	"Detected in single"			"Cancer enhanced"	"Detected in many"		"ovarian cancer: 67.4;Sarcoma: 47.6;thyroid cancer: 85.4"	"Minor Salivary Gland - Minor salivary glandular cells"	"Low region specificity"	"Detected in single"			"Region enhanced"	"Detected in some"		"midbrain: 3.6"	"CAB047364, HPA075535"	Approved		Approved	Vesicles	"Secreted to blood"	"Developmental protein"	NA	NA	1540000	440000	"Cluster 1: T-cells - Unknown function"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 45: Non-specific - Mixed function"	8	Vesicles		"CAB047364: , HPA075535: "	"unprognostic (4.46e-3)"	"unprognostic (3.90e-2)"	"unprognostic (8.41e-2)"	"unprognostic (8.88e-6)"	"unprognostic (4.32e-2)"	"unprognostic (3.88e-2)"	"unprognostic (2.12e-2)"	"unprognostic (4.07e-2)"	"unprognostic (2.14e-1)"	"unprognostic (9.64e-2)"	"unprognostic (1.67e-7)"	"unprognostic (2.83e-4)"	"unprognostic (7.13e-4)"	"unprognostic (7.87e-3)"	"unprognostic (1.87e-3)"	"unprognostic (4.01e-2)"	"unprognostic (4.57e-3)"	"unprognostic (3.27e-2)"	"unprognostic (1.42e-1)"	"unprognostic (5.63e-2)"	"unprognostic (9.42e-4)"	"unprognostic (1.04e-1)"	"unprognostic (2.94e-1)"	"unprognostic (1.02e-2)"	"unprognostic (1.29e-1)"	"unprognostic (2.90e-2)"	"unprognostic (3.03e-1)"	"unprognostic (1.23e-2)"	"unprognostic (2.13e-1)"	"unprognostic (8.22e-2)"	"unprognostic (2.22e-2)"
