Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
ALOX5AP	FLAP	ENSG00000132965	"Arachidonate 5-lipoxygenase activating protein"	P20292	13	30713478-30764426	"Disease related genes, Predicted membrane proteins"	"Leukotriene biosynthesis"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	4	"bone marrow: 482.0;lung: 177.5;lymphoid tissue: 135.2"	"Cell type enhanced"	"Detected in many"		"dendritic cells: 1294.1;granulocytes: 863.6;Hofbauer cells: 495.3;Langerhans cells: 417.5;Macrophages: 607.8;NK-cells: 339.5;T-cells: 313.8"	"Group enriched"	"Detected in some"	43	"central nervous system macrophage: 118.7;leukocyte: 85.5"	"Cancer enhanced"	"Detected in all"		"Glioblastoma Multiforme (TCGA): 145.3"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	7	"basophil: 9738.9;eosinophil: 4044.4;neutrophil: 4992.0;plasmacytoid DC: 3563.5"	"Group enriched"	"Detected in all"	8	"dendritic cells: 3563.5;granulocytes: 9738.9"	"Cancer enhanced"	"Detected in many"		"Leukemia: 124.7;lymphoma: 190.4"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Kidney - Macrophages, Liver - Neutrophils, Pancreas - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Spleen - Neutrophils, Stomach - Macrophages, Thyroid gland - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA026592	Enhanced						NA	NA			"Cluster 41: Basophils - Unknown function"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 58: Macrophages - Innate immune response"	6			"HPA026592: AB_10601115"	"unprognostic (2.12e-2)"	"unprognostic (1.48e-2)"	"unprognostic (1.87e-1)"	"unprognostic (2.75e-1)"	"unprognostic (4.57e-1)"	"unprognostic (9.13e-2)"	"unprognostic (2.98e-2)"	"unprognostic (6.88e-2)"	"unprognostic (6.10e-2)"	"unprognostic (4.16e-4)"	"unprognostic (2.13e-3)"	"unprognostic (9.85e-3)"	"unprognostic (1.08e-1)"	"unprognostic (6.71e-2)"	"unprognostic (3.60e-1)"	"unprognostic (2.58e-2)"	"unprognostic (2.59e-2)"	"unprognostic (3.44e-2)"	"unprognostic (1.79e-3)"	"unprognostic (1.43e-3)"	"unprognostic (3.01e-2)"	"unprognostic (7.24e-2)"	"unprognostic (1.20e-1)"	"unprognostic (4.31e-2)"	"unprognostic (3.73e-2)"	"unprognostic (9.12e-2)"	"unprognostic (4.39e-2)"	"unprognostic (1.42e-1)"	"unprognostic (4.23e-2)"	"unprognostic (2.09e-2)"	"unprognostic (6.12e-3)"
AQP4	"AQP-4, hAQP4, MIWC"	ENSG00000171885	"Aquaporin 4"	P55087	18	26852043-26865771	"Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters"	Transport		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 367.2;lung: 111.3"	"Group enriched"	"Detected in many"	11	"Alveolar cells type 1: 422.7;Alveolar cells type 2: 333.2;Astrocytes: 462.6;Muller glia cells: 197.3"	"Cell type enhanced"	"Detected in many"		"astrocyte: 951.4;bergmann glia: 217.4;ependymal cell: 376.8"	"Cancer enriched"	"Detected in some"	16	"Glioblastoma Multiforme (TCGA): 327.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"Brain cancer: 2.5;Rhabdoid: 1.7"	"Skeletal muscle - Skeletal myocytes, Skin - Sebaceous gland cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB005079, HPA014784, CAB058689"	Enhanced	Supported	Supported	"Plasma membrane,Cell Junctions"			NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 72: Alveolar cells - Lung function"	3	"Plasma membrane"	"Cell Junctions"	"CAB005079: AB_2274338, CAB058689: AB_2665579, HPA014784: AB_1844967"			"unprognostic (3.85e-1)"				"unprognostic (2.80e-1)"	"unprognostic (6.75e-2)"		"unprognostic (1.84e-1)"	"unprognostic (5.75e-7)"	"unprognostic (1.31e-3)"				"unprognostic (9.37e-3)"	"unprognostic (1.14e-1)"	"unprognostic (4.62e-3)"	"unprognostic (3.68e-1)"											"unprognostic (1.05e-1)"	
CXCL17	"Dcip1, DMC, UNQ473, VCC1"	ENSG00000189377	"C-X-C motif chemokine ligand 17"	Q6UXB2	19	42428278-42442946	"Predicted secreted proteins"	"Angiogenesis, Chemotaxis, Differentiation"	"Developmental protein"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"esophagus: 117.2;lung: 144.3;salivary gland: 141.3;stomach 1: 348.8"	"Group enriched"	"Detected in many"	4	"Alveolar cells type 2: 626.0;Basal respiratory cells: 1184.3;Club cells: 1204.1;Ionocytes: 2433.8"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"Lung Adenocarcinoma (TCGA): 240.6"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"breast cancer: 17.2;Gastric cancer: 8.7;lung cancer: 8.6"	"Lung - Alveolar cells type 2, Prostate - Urothelial cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"								"Secreted to blood"	"Developmental protein"	NA	NA	400000000	80000		"Cluster 38: Salivary gland - Salivary secretion"	"Cluster 34: Non-specific - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 35: Respiratory epithelial cells - Unknown function"	3				"unprognostic (8.32e-3)"	"unprognostic (1.93e-1)"	"unprognostic (6.64e-3)"	"unprognostic (5.45e-2)"	"unprognostic (2.87e-1)"	"unprognostic (4.88e-2)"			"unprognostic (5.51e-3)"					"unprognostic (2.88e-1)"	"unprognostic (1.70e-2)"	"unprognostic (9.04e-6)"	"unprognostic (5.13e-2)"	"unprognostic (2.24e-1)"	"unprognostic (3.01e-3)"	"unprognostic (2.34e-1)"	"unprognostic (4.70e-1)"	"unprognostic (2.49e-4)"	"unprognostic (7.40e-3)"	"unprognostic (8.97e-2)"	"unprognostic (5.88e-1)"	"unprognostic (4.13e-2)"		"unprognostic (1.01e-1)"	"unprognostic (1.53e-1)"	"unprognostic (3.56e-2)"	"unprognostic (1.99e-2)"
DNAH12	"DHC3, DLP12, DNAH12L, DNAH7L, Dnahc3, DNHD2, FLJ40427, FLJ44290, hdhc3, HL-19"	ENSG00000174844	"Dynein axonemal heavy chain 12"	Q6ZR08	3	57293699-57544344	"Cancer-related genes, Predicted intracellular proteins"	"Ubl conjugation pathway"	"Motor protein"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"choroid plexus: 9.0;fallopian tube: 9.9;lung: 3.4;testis: 8.6"	"Group enriched"	"Detected in some"	4	"Ciliated cells: 191.2;Early spermatids: 60.4;Oocytes: 55.1"	"Group enriched"	"Detected in all"	31	"choroid plexus epithelial cell: 367.3;ependymal cell: 1354.1"	"Cancer enhanced"	"Detected in single"		"Uterine Corpus Endometrial Carcinoma (TCGA): 2.3"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Respiratory ciliated cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA037493, HPA058203, HPA061365"	Enhanced		Approved	"Centrosome,Cytosol,Mid piece,Principal piece"			NA	NA				"Cluster 8: Ciliated cells - Cilium organization"	"Cluster 3: Choroid plexus - Cilium"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 42: Ciliated cells - Cilium assembly"		"Centrosome, Mid piece, Principal piece"	Cytosol	"HPA037493: AB_10671758, HPA058203: AB_2683637, HPA061365: AB_2684493"			"unprognostic (1.06e-1)"																												"unprognostic (1.24e-2)"
DOCK2	KIAA0209	ENSG00000134516	"Dedicator of cytokinesis 2"	Q92608	5	169637268-170083382	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"		"Guanine-nucleotide releasing factor"	"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"bone marrow: 52.5;lung: 15.1;lymphoid tissue: 48.9"	"Cell type enhanced"	"Detected in many"		"dendritic cells: 96.7;granulocytes: 65.0;Kupffer cells: 92.7;Macrophages: 87.9;Microglial cells: 165.5;monocytes: 244.8;NK-cells: 63.0"	"Group enriched"	"Detected in all"	15	"central nervous system macrophage: 1056.9;leukocyte: 741.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Group enriched"	"Detected in many"	6	"Kidney cancer: 30.7;Leukemia: 85.2;lymphoma: 97.1;Myeloma: 38.0"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Skeletal muscle - Macrophages"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA036469	Enhanced						NA	NA		8700	"Cluster 40: Monocytes - Innate immune response"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 29: Monocytes - Innate immune response"	37			"HPA036469: AB_2675140"	"unprognostic (1.22e-1)"	"unprognostic (1.36e-1)"	"unprognostic (6.69e-3)"		"unprognostic (1.29e-1)"	"unprognostic (1.32e-1)"	"unprognostic (1.86e-1)"	"unprognostic (1.15e-1)"	"unprognostic (3.41e-3)"		"unprognostic (1.25e-3)"	"unprognostic (2.15e-1)"	"unprognostic (4.23e-2)"		"unprognostic (6.44e-2)"	"unprognostic (4.89e-3)"	"unprognostic (3.66e-2)"	"unprognostic (8.20e-2)"	"unprognostic (2.28e-1)"	"unprognostic (9.20e-3)"	"unprognostic (3.12e-1)"	"unprognostic (9.07e-2)"	"unprognostic (1.02e-1)"	"unprognostic (3.28e-1)"	"unprognostic (9.58e-4)"	"unprognostic (4.43e-2)"	"unprognostic (1.21e-1)"	"unprognostic (9.63e-2)"	"unprognostic (2.15e-2)"	"unprognostic (2.66e-1)"	
GPSM3	"AGS4, C6orf9, G18, G18.1a, G18.1b, G18.2, NG1"	ENSG00000213654	"G protein signaling modulator 3"	Q9Y4H4	6	32190766-32195523	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"bone marrow: 158.8;intestine: 65.8;lung: 61.0;lymphoid tissue: 223.8"	"Cell type enhanced"	"Detected in many"		"B-cells: 242.2;dendritic cells: 189.8;Hofbauer cells: 381.2;Kupffer cells: 314.6;Langerhans cells: 238.6;Macrophages: 220.0;monocytes: 349.7;NK-cells: 269.6;T-cells: 248.2"	"Group enriched"	"Detected in some"	4	"central nervous system macrophage: 39.6;leukocyte: 116.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Leukemia: 59.2;lymphoma: 49.8"	"Adrenal gland - Macrophages, Lung - Neutrophil_2, Prostate - T-cells, Skin - T-cells, Spleen - Neutrophils, Stomach - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA		16000	"Cluster 21: Neutrophils - Unknown function"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 19: NK-cells - Adaptive immune response"	48				"unprognostic (3.70e-1)"	"unprognostic (3.37e-2)"	"unprognostic (3.51e-1)"	"unprognostic (1.58e-1)"	"unprognostic (9.39e-3)"	"unprognostic (7.64e-3)"	"unprognostic (1.20e-1)"	"unprognostic (4.86e-1)"	"unprognostic (2.48e-2)"	"unprognostic (2.01e-2)"	"unprognostic (1.83e-2)"	"unprognostic (2.29e-1)"	"unprognostic (4.93e-2)"	"unprognostic (2.33e-1)"	"unprognostic (8.51e-2)"	"unprognostic (1.39e-2)"	"unprognostic (1.58e-2)"	"unprognostic (4.59e-2)"	"unprognostic (4.52e-1)"	"unprognostic (4.91e-2)"	"unprognostic (2.63e-1)"	"unprognostic (4.94e-2)"	"unprognostic (2.11e-1)"	"unprognostic (1.36e-1)"	"unprognostic (1.10e-1)"	"unprognostic (9.70e-2)"	"unprognostic (1.80e-2)"	"unprognostic (1.13e-1)"	"unprognostic (5.91e-3)"	"unprognostic (1.37e-1)"	"unprognostic (2.84e-1)"
HS3ST2	3OST2	ENSG00000122254	"Heparan sulfate-glucosamine 3-sulfotransferase 2"	Q9Y278	16	22814162-22916338	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		Transferase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 20.5;lung: 5.2"	"Group enriched"	"Detected in some"	4	"Excitatory neurons: 96.4;Inhibitory neurons: 24.8"	"Cell type enhanced"	"Detected in many"		"deep-layer corticothalamic and 6b: 296.1;deep-layer intratelencephalic: 225.6;midbrain-derived inhibitory: 229.3"	"Cancer enhanced"	"Detected in some"		"Kidney Renal Papillary Cell Carcinoma (TCGA): 4.0"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	9	"Bone cancer: 4.0;Neuroblastoma: 2.6;thyroid cancer: 1.9"		"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA017736	Approved						NA	NA				"Cluster 61: Brain - Neuronal signaling"	"Cluster 53: Neurons - Mixed function"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"				"HPA017736: AB_1851095"			"unprognostic (8.32e-2)"				"unprognostic (2.29e-4)"					"unprognostic (3.98e-2)"	"unprognostic (9.39e-4)"		"unprognostic (1.86e-3)"	"unprognostic (2.87e-3)"	"unprognostic (3.97e-2)"														
IGHV1-46		ENSG00000211962	"Immunoglobulin heavy variable 1-46"	P01743	14	106511117-106511856	"Immunoglobulin genes, Predicted secreted proteins"	"Adaptive immunity, Immunity"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"intestine: 43.3;lung: 11.1;salivary gland: 20.2"	"Cell type enriched"	"Detected in some"	27	"Plasma cells: 7343.6"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	17	"Myeloma: 18.8"	"Adipose subcutaneous - Plasma cells, Adipose visceral - Plasma cells, Adrenal gland - Plasma cells, Breast - Plasma cells, Colon - Plasma cells, Heart muscle - Plasma cells, Kidney - Plasma cells, Liver - Plasma cells, Lung - Plasma cells, Minor Salivary Gland - Plasma cells, Pancreas - Plasma cells, Pituitary gland - Plasma cells, Prostate - Plasma cells, Skeletal muscle - Plasma cells, Skin - Plasma cells, Spleen - Plasma cells, Stomach - Plasma cells, Thyroid gland - Plasma cells"														"Immunoglobulin genes"	Immunity	NA	NA		5700000000				"Cluster 55: Lymphoma - Immune response"	"Cluster 61: Plasma cells - Immunoglobulins & histones"					"unprognostic (2.05e-2)"	"unprognostic (5.14e-3)"		"unprognostic (1.52e-2)"	"unprognostic (8.79e-3)"	"unprognostic (5.17e-2)"			"unprognostic (9.98e-2)"		"unprognostic (1.30e-2)"		"unprognostic (1.73e-3)"	"unprognostic (1.96e-1)"		"unprognostic (3.09e-1)"	"unprognostic (7.67e-2)"	"unprognostic (8.61e-2)"	"unprognostic (2.88e-1)"	"unprognostic (1.64e-1)"	"unprognostic (3.57e-1)"	"unprognostic (3.64e-1)"	"unprognostic (8.10e-3)"	"unprognostic (1.28e-1)"	"unprognostic (9.83e-2)"	"unprognostic (1.33e-1)"	"unprognostic (1.22e-2)"	"unprognostic (2.85e-1)"	"unprognostic (9.81e-3)"	"unprognostic (2.67e-1)"	"unprognostic (1.40e-1)"
LRRN4	"C20orf75, dJ1056H1.1, NLRR4"	ENSG00000125872	"Leucine rich repeat neuronal 4"	Q8WUT4	20	6040546-6054060	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"adipose tissue: 8.0;lung: 10.1"	"Group enriched"	"Detected in some"	11	"Alveolar cells type 1: 26.4;Mesothelial cells: 51.4"	"Cell type enhanced"	"Detected in some"		"medium spiny neuron: 1.9"	"Group enriched"	"Detected in some"	6	"Kidney Renal Papillary Cell Carcinoma (TCGA): 36.7;Lung Adenocarcinoma (TCGA): 9.8"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Kidney cancer: 49.3"	"Adipose visceral - Mesothelial cells, Pancreas - Ductal cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in all"			HPA075974			Uncertain	"Nucleoli,Nucleoli rim,Mitotic chromosome"			Yes	No		35000		"Cluster 57: Lung - Lung function"	"Cluster 33: Neurons - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 72: Alveolar cells - Lung function"	5	"Nucleoli, Nucleoli rim, Mitotic chromosome"		"HPA075974: AB_2686770"			"unprognostic (4.32e-2)"								"unprognostic (1.04e-1)"	"unprognostic (2.84e-1)"	"unprognostic (8.87e-4)"			"unprognostic (6.21e-2)"	"unprognostic (1.68e-1)"		"unprognostic (1.36e-1)"	"unprognostic (2.34e-3)"	"unprognostic (1.58e-1)"										"unprognostic (4.53e-2)"
MSR1	"CD204, SCARA1, SR-A, SR-AI, SR-AII, SR-AIII"	ENSG00000038945	"Macrophage scavenger receptor 1"	P21757	8	16107878-16567490	"Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	Endocytosis	Receptor	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in all"	4	"lung: 116.4"	"Group enriched"	"Detected in many"	6	"Hofbauer cells: 122.6;Kupffer cells: 261.4;Langerhans cells: 97.4;Macrophages: 191.1;monocytes: 231.3"	"Group enriched"	"Detected in many"	7	"central nervous system macrophage: 282.4;upper rhombic lip: 274.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"intermediate monocyte: 16.8"	"Lineage enriched"	"Detected in many"	5	"monocytes: 16.8"	"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Heart muscle - Macrophages, Kidney - Macrophages, Liver - Kupffer cells, Pancreas - Macrophages, Pituitary gland - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Skin - Macrophages, Spleen - Macrophages, Testis - Macrophages, Thyroid gland - Macrophages"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"HPA000272, CAB032491"	Enhanced						NA	NA		46000	"Cluster 40: Monocytes - Innate immune response"	"Cluster 57: Lung - Lung function"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 58: Macrophages - Innate immune response"	9			"CAB032491: AB_672722, HPA000272: AB_1846269"	"unprognostic (1.88e-1)"	"unprognostic (1.41e-2)"	"unprognostic (2.35e-2)"	"unprognostic (5.55e-4)"	"unprognostic (5.74e-2)"	"unprognostic (3.40e-2)"	"unprognostic (1.61e-2)"	"unprognostic (4.10e-2)"	"unprognostic (6.81e-2)"	"unprognostic (5.99e-2)"	"unprognostic (1.37e-2)"	"unprognostic (2.31e-1)"	"unprognostic (3.73e-2)"	"unprognostic (2.62e-3)"	"unprognostic (2.38e-1)"	"unprognostic (3.42e-2)"	"unprognostic (3.51e-2)"	"unprognostic (8.96e-3)"	"unprognostic (4.45e-2)"	"unprognostic (1.09e-2)"	"unprognostic (6.03e-4)"	"unprognostic (8.31e-2)"	"unprognostic (3.24e-1)"	"unprognostic (1.78e-1)"	"unprognostic (5.45e-2)"	"unprognostic (2.74e-2)"	"unprognostic (3.98e-1)"	"unprognostic (1.43e-1)"	"unprognostic (4.13e-2)"	"unprognostic (2.33e-1)"	"unprognostic (1.64e-1)"
RASAL3	FLJ21438	ENSG00000105122	"RAS protein activator like 3"	Q86YV0	19	15451624-15464544	"Predicted intracellular proteins, RAS pathway related proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"bone marrow: 23.2;intestine: 19.3;lung: 10.3;lymphoid tissue: 38.5"	"Cell type enhanced"	"Detected in many"		"B-cells: 38.9;dendritic cells: 22.3;granulocytes: 28.7;monocytes: 31.4;NK-cells: 89.3;T-cells: 75.5"	"Group enriched"	"Detected in some"	115	"central nervous system macrophage: 70.8;leukocyte: 97.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Group enriched"	"Detected in some"	17	"Leukemia: 25.6;lymphoma: 20.9;Myeloma: 29.9"	"Adipose subcutaneous - T-cells, Adipose visceral - T-cells, Adrenal gland - T-cells, Breast - T-cells, Kidney - T-cells, Liver - T-cells, Minor Salivary Gland - T-cells, Pituitary gland - T-cells, Prostate - T-cells, Thyroid gland - T-cells"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			HPA043417	Enhanced		Approved	"Nucleoplasm,Plasma membrane"			NA	NA			"Cluster 3: Non-specific - Nuclear processes"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 19: NK-cells - Adaptive immune response"	15	"Nucleoplasm, Plasma membrane"		"HPA043417: AB_2678473"	"unprognostic (9.30e-3)"	"unprognostic (2.63e-2)"	"unprognostic (6.19e-4)"	"unprognostic (1.15e-3)"	"unprognostic (9.04e-2)"	"unprognostic (5.03e-2)"	"unprognostic (6.86e-2)"		"unprognostic (7.34e-4)"	"unprognostic (5.72e-2)"	"unprognostic (5.21e-2)"	"unprognostic (1.44e-1)"	"unprognostic (1.81e-1)"	"unprognostic (5.93e-2)"	"unprognostic (4.89e-3)"	"unprognostic (1.25e-2)"	"unprognostic (8.20e-2)"	"unprognostic (2.29e-1)"	"unprognostic (2.19e-1)"	"unprognostic (4.20e-1)"	"unprognostic (2.15e-2)"	"unprognostic (2.59e-2)"	"unprognostic (3.11e-1)"	"unprognostic (2.28e-1)"	"unprognostic (1.15e-1)"	"unprognostic (6.65e-2)"	"unprognostic (6.04e-3)"	"unprognostic (4.00e-1)"	"unprognostic (2.10e-2)"	"unprognostic (1.85e-2)"	"unprognostic (1.06e-1)"
